sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
45.0,208.0,2.0,257.0,37.0,56.0,107.0,233.0
45.0,208.0,2.0,257.0,37.0,56.0,107.0,233.0
45.0,207.0,3.0,257.0,37.0,56.0,107.0,233.0
45.0,207.0,2.0,257.0,37.0,56.0,107.0,232.0
45.0,207.0,2.0,257.0,37.0,56.0,107.0,233.0
45.0,207.0,2.0,257.0,37.0,56.0,107.0,232.0
45.0,208.0,2.0,257.0,37.0,56.0,107.0,232.0
45.0,208.0,4.0,257.0,37.0,56.0,107.0,233.0
48.0,208.0,3.0,261.0,38.0,58.0,108.0,237.0
53.0,208.0,4.0,266.0,39.0,60.0,109.0,241.0
58.0,209.0,2.0,268.0,39.0,60.0,110.0,242.0
61.0,208.0,2.0,269.0,39.0,62.0,111.0,245.0
62.0,209.0,3.0,271.0,40.0,63.0,111.0,247.0
64.0,209.0,3.0,271.0,40.0,63.0,111.0,246.0
64.0,209.0,2.0,273.0,40.0,63.0,112.0,249.0
64.0,209.0,3.0,273.0,40.0,63.0,112.0,249.0
64.0,209.0,3.0,274.0,41.0,64.0,113.0,250.0
64.0,210.0,2.0,275.0,41.0,64.0,113.0,251.0
64.0,210.0,3.0,275.0,41.0,64.0,113.0,252.0
64.0,211.0,3.0,275.0,41.0,64.0,114.0,252.0
63.0,209.0,2.0,274.0,41.0,63.0,113.0,252.0
63.0,210.0,2.0,275.0,41.0,64.0,114.0,253.0
63.0,211.0,3.0,276.0,41.0,64.0,114.0,253.0
62.0,210.0,2.0,275.0,41.0,63.0,114.0,254.0
62.0,211.0,2.0,276.0,42.0,63.0,114.0,254.0
61.0,210.0,3.0,275.0,42.0,63.0,114.0,254.0
61.0,210.0,2.0,275.0,42.0,62.0,114.0,256.0
61.0,210.0,2.0,276.0,42.0,63.0,114.0,255.0
61.0,211.0,3.0,276.0,42.0,63.0,114.0,255.0
61.0,211.0,2.0,275.0,42.0,63.0,114.0,256.0
60.0,211.0,3.0,274.0,42.0,62.0,114.0,256.0
59.0,211.0,3.0,275.0,42.0,63.0,114.0,256.0
59.0,212.0,2.0,275.0,42.0,62.0,114.0,256.0
59.0,211.0,2.0,275.0,42.0,62.0,115.0,256.0
59.0,212.0,4.0,275.0,42.0,62.0,115.0,257.0
59.0,210.0,2.0,274.0,42.0,62.0,114.0,256.0
58.0,211.0,2.0,275.0,42.0,62.0,115.0,258.0
58.0,211.0,2.0,275.0,42.0,62.0,114.0,257.0
58.0,210.0,3.0,275.0,42.0,62.0,114.0,257.0
58.0,211.0,3.0,275.0,43.0,62.0,115.0,258.0
