sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
32.0,196.0,3.0,233.0,25.0,50.0,91.0,164.0
32.0,196.0,2.0,232.0,25.0,50.0,91.0,164.0
32.0,197.0,2.0,232.0,25.0,50.0,91.0,164.0
32.0,197.0,3.0,233.0,25.0,50.0,91.0,164.0
32.0,196.0,4.0,232.0,25.0,49.0,91.0,164.0
32.0,197.0,3.0,232.0,25.0,50.0,91.0,165.0
32.0,196.0,3.0,233.0,25.0,50.0,91.0,165.0
32.0,196.0,2.0,232.0,25.0,49.0,91.0,164.0
32.0,196.0,3.0,233.0,25.0,51.0,91.0,166.0
32.0,196.0,2.0,235.0,25.0,51.0,92.0,168.0
32.0,196.0,2.0,236.0,26.0,52.0,91.0,168.0
33.0,196.0,2.0,238.0,26.0,53.0,92.0,169.0
33.0,197.0,2.0,239.0,26.0,53.0,92.0,170.0
34.0,197.0,2.0,239.0,26.0,54.0,92.0,171.0
34.0,197.0,4.0,240.0,26.0,53.0,92.0,171.0
34.0,197.0,1.0,240.0,26.0,54.0,92.0,172.0
34.0,197.0,2.0,241.0,26.0,54.0,93.0,173.0
34.0,197.0,1.0,241.0,26.0,54.0,93.0,173.0
35.0,197.0,1.0,241.0,26.0,54.0,93.0,174.0
35.0,197.0,2.0,242.0,26.0,55.0,93.0,174.0
34.0,198.0,2.0,241.0,27.0,54.0,93.0,174.0
34.0,198.0,2.0,241.0,27.0,54.0,93.0,174.0
35.0,198.0,3.0,241.0,26.0,54.0,94.0,175.0
35.0,197.0,2.0,240.0,26.0,54.0,93.0,175.0
34.0,197.0,2.0,241.0,27.0,54.0,94.0,175.0
35.0,199.0,2.0,241.0,27.0,54.0,94.0,175.0
34.0,198.0,2.0,241.0,27.0,54.0,94.0,175.0
34.0,198.0,3.0,241.0,27.0,54.0,94.0,175.0
35.0,199.0,2.0,240.0,27.0,54.0,94.0,175.0
34.0,198.0,3.0,241.0,27.0,54.0,94.0,175.0
35.0,199.0,2.0,241.0,27.0,54.0,94.0,176.0
35.0,198.0,2.0,239.0,26.0,54.0,94.0,175.0
34.0,198.0,2.0,240.0,27.0,54.0,94.0,176.0
34.0,198.0,2.0,240.0,27.0,54.0,94.0,176.0
34.0,199.0,2.0,239.0,26.0,53.0,94.0,175.0
34.0,199.0,2.0,240.0,26.0,53.0,94.0,176.0
34.0,198.0,2.0,240.0,26.0,53.0,94.0,175.0
34.0,199.0,2.0,239.0,26.0,54.0,94.0,175.0
34.0,198.0,2.0,240.0,26.0,53.0,94.0,175.0
34.0,198.0,1.0,239.0,27.0,53.0,94.0,175.0
