sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
69.0,203.0,2.0,270.0,33.0,61.0,109.0,203.0
68.0,204.0,2.0,271.0,34.0,60.0,109.0,203.0
68.0,204.0,2.0,271.0,33.0,61.0,109.0,204.0
68.0,203.0,2.0,271.0,34.0,60.0,110.0,204.0
64.0,203.0,2.0,271.0,34.0,60.0,109.0,205.0
,204.0,2.0,272.0,34.0,60.0,109.0,206.0
64.0,204.0,3.0,271.0,34.0,60.0,109.0,206.0
63.0,204.0,3.0,271.0,34.0,60.0,110.0,207.0
63.0,204.0,3.0,271.0,34.0,60.0,109.0,206.0
63.0,205.0,2.0,271.0,34.0,60.0,109.0,207.0
62.0,204.0,2.0,272.0,35.0,60.0,110.0,208.0
62.0,205.0,2.0,271.0,35.0,60.0,109.0,208.0
60.0,204.0,3.0,270.0,35.0,59.0,109.0,208.0
60.0,205.0,2.0,271.0,35.0,59.0,109.0,209.0
59.0,205.0,3.0,271.0,35.0,59.0,109.0,209.0
59.0,205.0,2.0,270.0,35.0,59.0,109.0,210.0
59.0,205.0,2.0,270.0,35.0,59.0,110.0,210.0
59.0,204.0,2.0,270.0,35.0,59.0,110.0,210.0
59.0,204.0,2.0,270.0,35.0,59.0,109.0,209.0
59.0,206.0,2.0,270.0,35.0,59.0,110.0,210.0
58.0,205.0,3.0,270.0,35.0,59.0,109.0,210.0
58.0,205.0,2.0,270.0,35.0,59.0,110.0,210.0
58.0,205.0,3.0,270.0,35.0,58.0,110.0,210.0
57.0,204.0,2.0,270.0,35.0,58.0,109.0,210.0
58.0,205.0,3.0,269.0,35.0,59.0,109.0,210.0
57.0,205.0,2.0,270.0,36.0,59.0,110.0,210.0
57.0,205.0,3.0,269.0,35.0,58.0,109.0,210.0
57.0,205.0,2.0,270.0,35.0,58.0,109.0,211.0
56.0,206.0,2.0,268.0,35.0,58.0,109.0,210.0
57.0,205.0,2.0,269.0,35.0,58.0,110.0,211.0
57.0,206.0,3.0,268.0,35.0,58.0,110.0,211.0
56.0,205.0,2.0,268.0,35.0,58.0,109.0,211.0
56.0,206.0,2.0,268.0,36.0,58.0,109.0,211.0
56.0,205.0,2.0,268.0,35.0,58.0,109.0,210.0
56.0,206.0,2.0,269.0,35.0,58.0,109.0,211.0
55.0,206.0,2.0,268.0,35.0,58.0,109.0,211.0
55.0,205.0,3.0,268.0,36.0,58.0,109.0,211.0
55.0,205.0,2.0,268.0,36.0,58.0,110.0,211.0
55.0,205.0,2.0,267.0,36.0,57.0,109.0,211.0
55.0,206.0,2.0,268.0,35.0,58.0,109.0,212.0
