sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
36.0,175.0,2.0,240.0,25.0,51.0,92.0,170.0
36.0,175.0,2.0,240.0,25.0,50.0,92.0,170.0
36.0,176.0,2.0,240.0,25.0,50.0,92.0,171.0
36.0,176.0,2.0,240.0,26.0,50.0,92.0,171.0
36.0,175.0,2.0,241.0,26.0,50.0,92.0,171.0
35.0,175.0,2.0,240.0,25.0,50.0,92.0,171.0
36.0,175.0,2.0,240.0,25.0,50.0,92.0,170.0
36.0,175.0,2.0,240.0,26.0,50.0,91.0,170.0
35.0,175.0,2.0,240.0,26.0,50.0,91.0,171.0
36.0,175.0,2.0,240.0,26.0,50.0,92.0,171.0
36.0,175.0,2.0,240.0,26.0,51.0,92.0,171.0
36.0,176.0,2.0,240.0,26.0,51.0,92.0,171.0
36.0,176.0,2.0,240.0,26.0,51.0,92.0,170.0
36.0,176.0,2.0,240.0,25.0,51.0,92.0,170.0
36.0,175.0,2.0,240.0,26.0,51.0,92.0,170.0
36.0,175.0,2.0,240.0,26.0,50.0,92.0,171.0
36.0,176.0,2.0,241.0,25.0,51.0,92.0,171.0
36.0,176.0,2.0,240.0,26.0,51.0,92.0,170.0
35.0,175.0,1.0,240.0,25.0,51.0,92.0,170.0
36.0,175.0,2.0,239.0,26.0,50.0,92.0,170.0
36.0,175.0,2.0,240.0,25.0,51.0,92.0,170.0
36.0,175.0,2.0,240.0,25.0,50.0,92.0,170.0
36.0,176.0,2.0,241.0,25.0,51.0,92.0,171.0
35.0,176.0,2.0,241.0,26.0,50.0,92.0,170.0
35.0,175.0,2.0,239.0,25.0,51.0,92.0,170.0
36.0,175.0,2.0,240.0,26.0,51.0,92.0,170.0
35.0,175.0,2.0,240.0,25.0,50.0,92.0,171.0
36.0,176.0,2.0,240.0,25.0,51.0,92.0,171.0
36.0,176.0,2.0,240.0,25.0,51.0,92.0,170.0
36.0,175.0,2.0,240.0,25.0,51.0,92.0,170.0
35.0,176.0,2.0,240.0,26.0,51.0,92.0,171.0
35.0,175.0,1.0,240.0,26.0,50.0,92.0,170.0
36.0,175.0,2.0,240.0,25.0,50.0,92.0,170.0
36.0,175.0,2.0,240.0,25.0,50.0,92.0,170.0
36.0,175.0,2.0,241.0,25.0,51.0,92.0,171.0
36.0,176.0,2.0,240.0,26.0,50.0,92.0,170.0
36.0,176.0,2.0,240.0,25.0,50.0,92.0,170.0
36.0,176.0,2.0,240.0,26.0,50.0,92.0,170.0
36.0,175.0,1.0,240.0,25.0,50.0,92.0,170.0
36.0,176.0,2.0,240.0,25.0,50.0,92.0,171.0
