sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
35.0,197.0,1.0,243.0,28.0,51.0,95.0,185.0
35.0,197.0,2.0,243.0,28.0,51.0,95.0,185.0
36.0,197.0,1.0,242.0,28.0,50.0,95.0,184.0
35.0,197.0,2.0,242.0,28.0,50.0,94.0,185.0
36.0,197.0,2.0,243.0,28.0,51.0,96.0,185.0
35.0,197.0,2.0,242.0,28.0,51.0,95.0,184.0
36.0,197.0,2.0,242.0,28.0,50.0,95.0,184.0
35.0,197.0,2.0,243.0,28.0,50.0,95.0,185.0
35.0,197.0,2.0,242.0,28.0,51.0,95.0,185.0
35.0,197.0,2.0,243.0,28.0,51.0,95.0,184.0
36.0,198.0,2.0,243.0,28.0,51.0,95.0,184.0
36.0,197.0,3.0,242.0,27.0,51.0,95.0,184.0
35.0,198.0,2.0,242.0,27.0,50.0,95.0,184.0
35.0,198.0,2.0,243.0,28.0,50.0,95.0,185.0
35.0,197.0,3.0,243.0,28.0,51.0,95.0,184.0
36.0,197.0,2.0,242.0,28.0,50.0,95.0,184.0
35.0,196.0,3.0,242.0,28.0,51.0,95.0,185.0
35.0,196.0,1.0,243.0,28.0,51.0,95.0,185.0
35.0,197.0,2.0,243.0,28.0,51.0,95.0,184.0
36.0,197.0,2.0,242.0,28.0,51.0,95.0,184.0
35.0,197.0,2.0,243.0,28.0,51.0,95.0,184.0
36.0,198.0,2.0,243.0,28.0,51.0,95.0,184.0
35.0,197.0,2.0,242.0,28.0,50.0,95.0,184.0
36.0,197.0,2.0,242.0,28.0,51.0,95.0,184.0
35.0,197.0,2.0,242.0,28.0,51.0,95.0,184.0
36.0,197.0,2.0,242.0,28.0,51.0,95.0,184.0
35.0,197.0,2.0,242.0,28.0,50.0,95.0,184.0
35.0,197.0,2.0,243.0,28.0,51.0,96.0,184.0
35.0,196.0,3.0,242.0,28.0,50.0,95.0,184.0
35.0,197.0,2.0,243.0,28.0,51.0,95.0,184.0
35.0,196.0,2.0,242.0,28.0,51.0,95.0,184.0
35.0,196.0,2.0,242.0,28.0,51.0,95.0,184.0
35.0,196.0,2.0,243.0,28.0,51.0,95.0,184.0
35.0,197.0,2.0,243.0,28.0,51.0,95.0,184.0
35.0,196.0,2.0,242.0,27.0,50.0,95.0,184.0
35.0,197.0,2.0,243.0,28.0,51.0,95.0,184.0
36.0,197.0,3.0,242.0,27.0,51.0,95.0,184.0
36.0,197.0,1.0,242.0,28.0,51.0,95.0,184.0
36.0,196.0,2.0,242.0,28.0,51.0,95.0,184.0
36.0,196.0,2.0,243.0,28.0,51.0,95.0,184.0
