sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
39.0,221.0,3.0,250.0,34.0,53.0,102.0,216.0
39.0,221.0,3.0,250.0,34.0,53.0,103.0,216.0
39.0,221.0,3.0,249.0,34.0,52.0,103.0,216.0
39.0,221.0,3.0,249.0,33.0,52.0,103.0,216.0
38.0,221.0,3.0,249.0,34.0,52.0,103.0,216.0
39.0,221.0,2.0,249.0,34.0,53.0,103.0,215.0
39.0,221.0,3.0,250.0,34.0,53.0,103.0,216.0
39.0,220.0,3.0,249.0,34.0,53.0,103.0,216.0
39.0,220.0,2.0,249.0,34.0,53.0,102.0,216.0
39.0,221.0,3.0,249.0,34.0,53.0,102.0,216.0
39.0,220.0,2.0,249.0,33.0,53.0,103.0,215.0
39.0,220.0,3.0,248.0,34.0,53.0,102.0,215.0
38.0,220.0,3.0,248.0,34.0,53.0,102.0,215.0
39.0,220.0,3.0,249.0,34.0,53.0,102.0,215.0
39.0,220.0,3.0,249.0,34.0,53.0,103.0,215.0
39.0,220.0,2.0,249.0,34.0,53.0,102.0,216.0
39.0,220.0,2.0,249.0,33.0,53.0,102.0,216.0
39.0,220.0,4.0,249.0,34.0,52.0,102.0,215.0
39.0,221.0,2.0,249.0,34.0,53.0,103.0,215.0
39.0,220.0,2.0,249.0,34.0,53.0,102.0,215.0
39.0,220.0,3.0,248.0,33.0,52.0,102.0,215.0
40.0,220.0,3.0,252.0,34.0,54.0,103.0,218.0
43.0,220.0,2.0,255.0,35.0,55.0,103.0,219.0
45.0,221.0,3.0,257.0,35.0,56.0,104.0,221.0
47.0,221.0,4.0,257.0,34.0,57.0,104.0,222.0
48.0,221.0,3.0,259.0,35.0,56.0,105.0,223.0
48.0,221.0,3.0,259.0,35.0,57.0,105.0,223.0
48.0,221.0,3.0,260.0,35.0,57.0,105.0,224.0
49.0,221.0,2.0,261.0,35.0,57.0,106.0,225.0
49.0,222.0,2.0,262.0,35.0,57.0,106.0,226.0
49.0,222.0,3.0,262.0,36.0,57.0,106.0,226.0
49.0,222.0,3.0,262.0,36.0,57.0,107.0,227.0
49.0,222.0,3.0,262.0,36.0,57.0,106.0,227.0
49.0,222.0,3.0,262.0,35.0,57.0,106.0,227.0
49.0,222.0,3.0,262.0,36.0,57.0,107.0,228.0
48.0,222.0,4.0,262.0,36.0,57.0,107.0,227.0
48.0,222.0,2.0,263.0,35.0,57.0,107.0,227.0
49.0,223.0,3.0,263.0,36.0,57.0,107.0,229.0
48.0,223.0,3.0,263.0,35.0,57.0,107.0,229.0
48.0,223.0,2.0,263.0,35.0,57.0,107.0,228.0
