sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
40.0,198.0,2.0,249.0,31.0,52.0,102.0,200.0
40.0,199.0,2.0,249.0,31.0,53.0,102.0,201.0
40.0,198.0,2.0,249.0,31.0,53.0,101.0,200.0
40.0,199.0,2.0,249.0,30.0,53.0,102.0,200.0
41.0,199.0,2.0,250.0,31.0,53.0,102.0,201.0
41.0,199.0,2.0,249.0,31.0,52.0,102.0,201.0
41.0,199.0,2.0,249.0,31.0,53.0,101.0,200.0
40.0,199.0,2.0,249.0,30.0,53.0,102.0,200.0
40.0,199.0,2.0,250.0,31.0,53.0,101.0,200.0
40.0,199.0,2.0,249.0,31.0,53.0,101.0,200.0
40.0,199.0,2.0,249.0,30.0,52.0,101.0,200.0
40.0,198.0,2.0,249.0,30.0,53.0,102.0,201.0
40.0,199.0,2.0,249.0,30.0,53.0,101.0,200.0
40.0,198.0,2.0,249.0,30.0,53.0,101.0,200.0
40.0,198.0,2.0,249.0,31.0,53.0,102.0,201.0
40.0,198.0,2.0,250.0,31.0,53.0,102.0,200.0
40.0,198.0,2.0,249.0,31.0,53.0,101.0,200.0
40.0,199.0,3.0,250.0,30.0,52.0,102.0,200.0
41.0,199.0,4.0,250.0,31.0,54.0,102.0,202.0
43.0,199.0,2.0,253.0,31.0,55.0,103.0,205.0
46.0,199.0,2.0,256.0,32.0,56.0,103.0,206.0
48.0,199.0,2.0,258.0,32.0,57.0,104.0,209.0
52.0,199.0,2.0,260.0,32.0,58.0,104.0,211.0
54.0,200.0,2.0,261.0,33.0,58.0,105.0,212.0
55.0,200.0,2.0,262.0,33.0,59.0,106.0,213.0
56.0,200.0,2.0,263.0,33.0,59.0,106.0,214.0
56.0,201.0,2.0,264.0,33.0,59.0,106.0,215.0
57.0,200.0,2.0,264.0,33.0,60.0,106.0,216.0
56.0,200.0,2.0,264.0,33.0,60.0,106.0,216.0
56.0,201.0,3.0,265.0,33.0,60.0,107.0,217.0
56.0,201.0,2.0,265.0,33.0,60.0,107.0,217.0
56.0,200.0,2.0,264.0,33.0,59.0,107.0,218.0
56.0,201.0,2.0,265.0,34.0,60.0,107.0,219.0
56.0,201.0,2.0,265.0,34.0,60.0,107.0,219.0
55.0,201.0,2.0,265.0,34.0,59.0,107.0,219.0
55.0,201.0,2.0,266.0,34.0,59.0,107.0,220.0
55.0,202.0,2.0,265.0,34.0,60.0,108.0,220.0
54.0,201.0,2.0,264.0,34.0,59.0,107.0,220.0
55.0,201.0,3.0,264.0,34.0,59.0,108.0,220.0
54.0,202.0,2.0,265.0,34.0,60.0,108.0,221.0
