sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
47.0,194.0,2.0,259.0,32.0,59.0,107.0,217.0
48.0,194.0,2.0,261.0,31.0,59.0,107.0,219.0
49.0,195.0,2.0,263.0,32.0,60.0,108.0,220.0
50.0,194.0,2.0,264.0,32.0,60.0,108.0,221.0
55.0,196.0,2.0,267.0,33.0,61.0,109.0,227.0
55.0,196.0,2.0,268.0,33.0,61.0,111.0,231.0
54.0,197.0,2.0,268.0,33.0,60.0,110.0,231.0
54.0,196.0,2.0,268.0,34.0,60.0,111.0,232.0
54.0,197.0,2.0,268.0,34.0,60.0,111.0,234.0
54.0,197.0,2.0,268.0,34.0,60.0,111.0,234.0
54.0,196.0,2.0,268.0,34.0,60.0,111.0,233.0
53.0,196.0,2.0,268.0,34.0,60.0,111.0,235.0
53.0,198.0,2.0,268.0,34.0,60.0,111.0,234.0
53.0,196.0,2.0,268.0,34.0,60.0,111.0,234.0
53.0,197.0,2.0,269.0,34.0,59.0,111.0,235.0
53.0,196.0,2.0,267.0,34.0,59.0,111.0,234.0
53.0,197.0,2.0,268.0,34.0,59.0,111.0,235.0
53.0,198.0,2.0,268.0,35.0,59.0,112.0,236.0
53.0,198.0,2.0,267.0,34.0,59.0,111.0,235.0
53.0,197.0,2.0,268.0,34.0,60.0,112.0,236.0
52.0,197.0,2.0,267.0,34.0,59.0,111.0,235.0
53.0,197.0,2.0,268.0,34.0,59.0,111.0,236.0
53.0,198.0,2.0,268.0,35.0,59.0,112.0,236.0
52.0,197.0,2.0,267.0,34.0,59.0,111.0,236.0
52.0,198.0,3.0,267.0,35.0,59.0,112.0,236.0
52.0,198.0,2.0,267.0,35.0,59.0,112.0,236.0
,198.0,2.0,268.0,35.0,59.0,112.0,237.0
51.0,198.0,2.0,267.0,35.0,58.0,111.0,236.0
51.0,199.0,2.0,267.0,35.0,59.0,112.0,237.0
52.0,198.0,2.0,267.0,35.0,58.0,112.0,237.0
51.0,197.0,3.0,266.0,35.0,58.0,111.0,237.0
51.0,198.0,2.0,266.0,35.0,58.0,112.0,237.0
51.0,197.0,2.0,266.0,35.0,58.0,112.0,237.0
51.0,197.0,3.0,266.0,35.0,58.0,111.0,237.0
51.0,198.0,3.0,266.0,35.0,58.0,111.0,237.0
50.0,198.0,2.0,265.0,35.0,58.0,111.0,237.0
50.0,198.0,2.0,265.0,36.0,57.0,111.0,237.0
50.0,197.0,2.0,264.0,35.0,58.0,111.0,237.0
50.0,198.0,2.0,265.0,35.0,57.0,112.0,237.0
50.0,198.0,2.0,265.0,35.0,58.0,111.0,238.0
