sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
63.0,298.0,8.0,243.0,43.0,60.0,124.0,244.0
64.0,299.0,8.0,245.0,43.0,61.0,125.0,247.0
64.0,300.0,7.0,246.0,44.0,61.0,126.0,249.0
64.0,301.0,8.0,247.0,44.0,61.0,125.0,252.0
64.0,301.0,8.0,247.0,44.0,61.0,126.0,253.0
64.0,302.0,8.0,248.0,44.0,61.0,126.0,255.0
63.0,303.0,8.0,249.0,45.0,62.0,127.0,256.0
63.0,303.0,9.0,249.0,45.0,62.0,126.0,259.0
62.0,303.0,8.0,249.0,45.0,61.0,126.0,258.0
61.0,304.0,8.0,250.0,45.0,62.0,127.0,261.0
61.0,303.0,8.0,250.0,45.0,61.0,127.0,261.0
61.0,305.0,8.0,250.0,46.0,62.0,127.0,262.0
60.0,304.0,8.0,251.0,46.0,62.0,127.0,262.0
60.0,305.0,9.0,250.0,46.0,61.0,126.0,263.0
59.0,305.0,9.0,251.0,46.0,61.0,127.0,263.0
59.0,304.0,8.0,251.0,46.0,61.0,127.0,263.0
58.0,304.0,8.0,251.0,46.0,62.0,127.0,264.0
57.0,305.0,8.0,252.0,46.0,61.0,126.0,264.0
57.0,305.0,8.0,251.0,46.0,61.0,126.0,265.0
56.0,305.0,9.0,251.0,46.0,61.0,126.0,264.0
56.0,305.0,8.0,251.0,46.0,61.0,126.0,264.0
55.0,304.0,8.0,251.0,46.0,61.0,126.0,265.0
55.0,306.0,8.0,252.0,46.0,61.0,126.0,265.0
55.0,305.0,8.0,251.0,46.0,61.0,126.0,264.0
54.0,306.0,8.0,251.0,46.0,61.0,126.0,265.0
54.0,305.0,8.0,252.0,46.0,61.0,126.0,265.0
54.0,305.0,8.0,252.0,46.0,60.0,126.0,265.0
53.0,305.0,8.0,252.0,46.0,61.0,126.0,265.0
53.0,305.0,8.0,252.0,46.0,61.0,125.0,265.0
52.0,304.0,7.0,250.0,46.0,60.0,125.0,264.0
52.0,304.0,8.0,251.0,46.0,60.0,125.0,264.0
52.0,305.0,8.0,251.0,46.0,60.0,125.0,265.0
52.0,305.0,8.0,252.0,46.0,61.0,125.0,265.0
51.0,305.0,8.0,251.0,46.0,60.0,125.0,265.0
51.0,305.0,9.0,251.0,46.0,60.0,125.0,265.0
50.0,305.0,8.0,250.0,46.0,60.0,125.0,265.0
50.0,304.0,8.0,250.0,46.0,60.0,124.0,264.0
50.0,305.0,8.0,251.0,45.0,60.0,124.0,264.0
50.0,305.0,8.0,251.0,46.0,60.0,125.0,264.0
50.0,304.0,8.0,250.0,46.0,60.0,124.0,264.0
