sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
43.0,204.0,2.0,253.0,34.0,54.0,104.0,204.0
42.0,203.0,2.0,253.0,33.0,54.0,104.0,204.0
42.0,204.0,3.0,253.0,34.0,54.0,104.0,204.0
42.0,204.0,2.0,253.0,33.0,54.0,104.0,204.0
42.0,204.0,3.0,252.0,33.0,54.0,104.0,203.0
41.0,204.0,2.0,253.0,33.0,54.0,104.0,204.0
42.0,205.0,3.0,252.0,33.0,54.0,104.0,204.0
42.0,203.0,3.0,252.0,33.0,54.0,104.0,203.0
42.0,204.0,2.0,252.0,33.0,54.0,104.0,204.0
42.0,204.0,2.0,254.0,34.0,55.0,105.0,207.0
43.0,204.0,2.0,256.0,34.0,56.0,106.0,209.0
45.0,204.0,3.0,260.0,35.0,58.0,107.0,213.0
48.0,205.0,2.0,264.0,35.0,59.0,108.0,215.0
50.0,204.0,2.0,268.0,36.0,61.0,109.0,218.0
54.0,205.0,2.0,273.0,36.0,62.0,110.0,220.0
58.0,205.0,1.0,276.0,37.0,63.0,111.0,222.0
61.0,205.0,3.0,279.0,37.0,63.0,111.0,224.0
66.0,205.0,3.0,283.0,38.0,64.0,112.0,227.0
72.0,206.0,2.0,285.0,38.0,65.0,113.0,228.0
76.0,207.0,3.0,288.0,38.0,65.0,114.0,230.0
78.0,206.0,2.0,289.0,39.0,65.0,114.0,231.0
78.0,207.0,3.0,290.0,39.0,66.0,115.0,233.0
79.0,208.0,3.0,292.0,39.0,65.0,115.0,235.0
79.0,206.0,3.0,292.0,39.0,65.0,115.0,235.0
79.0,208.0,2.0,292.0,39.0,65.0,115.0,236.0
79.0,208.0,3.0,294.0,40.0,65.0,116.0,238.0
78.0,207.0,3.0,294.0,40.0,64.0,116.0,238.0
78.0,208.0,3.0,295.0,40.0,65.0,117.0,240.0
78.0,208.0,2.0,296.0,40.0,65.0,117.0,240.0
78.0,209.0,2.0,295.0,40.0,65.0,117.0,240.0
77.0,209.0,3.0,296.0,40.0,65.0,117.0,241.0
76.0,209.0,3.0,296.0,41.0,65.0,117.0,242.0
76.0,209.0,2.0,297.0,41.0,64.0,117.0,243.0
76.0,208.0,2.0,297.0,41.0,64.0,117.0,243.0
76.0,208.0,2.0,297.0,41.0,65.0,117.0,244.0
76.0,209.0,3.0,297.0,42.0,64.0,117.0,244.0
75.0,209.0,2.0,296.0,42.0,64.0,117.0,244.0
75.0,210.0,3.0,298.0,42.0,64.0,118.0,245.0
74.0,209.0,2.0,297.0,41.0,64.0,118.0,245.0
74.0,209.0,4.0,297.0,42.0,64.0,118.0,246.0
