sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
46.0,198.0,2.0,258.0,35.0,55.0,109.0,231.0
46.0,199.0,2.0,258.0,35.0,55.0,109.0,231.0
46.0,197.0,2.0,257.0,35.0,55.0,108.0,231.0
46.0,198.0,2.0,258.0,35.0,55.0,109.0,231.0
46.0,197.0,3.0,257.0,35.0,55.0,108.0,230.0
46.0,198.0,2.0,258.0,35.0,55.0,109.0,231.0
46.0,197.0,2.0,257.0,35.0,55.0,108.0,230.0
46.0,197.0,2.0,257.0,35.0,55.0,108.0,231.0
46.0,198.0,2.0,258.0,35.0,55.0,108.0,231.0
45.0,198.0,2.0,257.0,35.0,55.0,108.0,230.0
46.0,197.0,2.0,257.0,35.0,55.0,108.0,230.0
46.0,197.0,2.0,256.0,35.0,55.0,108.0,230.0
46.0,198.0,3.0,257.0,35.0,55.0,108.0,230.0
46.0,198.0,2.0,257.0,35.0,55.0,108.0,230.0
46.0,198.0,3.0,256.0,35.0,55.0,108.0,230.0
46.0,198.0,2.0,257.0,35.0,55.0,108.0,230.0
46.0,199.0,3.0,257.0,35.0,54.0,108.0,230.0
46.0,197.0,2.0,256.0,35.0,55.0,108.0,230.0
46.0,198.0,2.0,257.0,35.0,55.0,108.0,229.0
46.0,197.0,2.0,256.0,35.0,54.0,108.0,230.0
46.0,197.0,2.0,257.0,35.0,55.0,108.0,229.0
45.0,198.0,2.0,257.0,35.0,55.0,108.0,230.0
45.0,197.0,2.0,256.0,35.0,55.0,108.0,229.0
46.0,198.0,2.0,257.0,35.0,55.0,108.0,229.0
45.0,197.0,2.0,257.0,35.0,55.0,108.0,229.0
45.0,198.0,2.0,257.0,35.0,54.0,108.0,229.0
45.0,198.0,2.0,256.0,35.0,55.0,108.0,229.0
45.0,197.0,2.0,256.0,35.0,55.0,108.0,229.0
46.0,198.0,2.0,256.0,35.0,54.0,108.0,229.0
45.0,198.0,2.0,256.0,35.0,54.0,108.0,229.0
45.0,198.0,2.0,256.0,35.0,55.0,108.0,229.0
46.0,198.0,2.0,256.0,35.0,54.0,108.0,229.0
45.0,198.0,2.0,256.0,35.0,54.0,108.0,228.0
45.0,197.0,2.0,256.0,35.0,54.0,108.0,228.0
45.0,198.0,2.0,256.0,35.0,54.0,108.0,229.0
45.0,197.0,2.0,256.0,35.0,54.0,108.0,228.0
45.0,198.0,2.0,256.0,35.0,54.0,108.0,228.0
45.0,197.0,2.0,257.0,35.0,55.0,107.0,229.0
45.0,196.0,2.0,256.0,35.0,55.0,108.0,228.0
45.0,198.0,2.0,256.0,35.0,54.0,108.0,228.0
