sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
47.0,182.0,2.0,282.0,28.0,56.0,104.0,192.0
47.0,181.0,2.0,282.0,29.0,56.0,105.0,193.0
47.0,181.0,2.0,281.0,29.0,56.0,104.0,192.0
47.0,181.0,3.0,280.0,29.0,56.0,104.0,192.0
47.0,182.0,1.0,280.0,29.0,56.0,105.0,192.0
47.0,181.0,2.0,279.0,29.0,56.0,104.0,192.0
47.0,181.0,2.0,280.0,29.0,56.0,104.0,192.0
47.0,182.0,2.0,278.0,29.0,55.0,104.0,191.0
46.0,181.0,2.0,279.0,29.0,55.0,105.0,192.0
46.0,181.0,3.0,279.0,29.0,56.0,104.0,192.0
47.0,182.0,2.0,278.0,29.0,55.0,104.0,192.0
47.0,182.0,2.0,278.0,29.0,55.0,104.0,192.0
46.0,182.0,3.0,277.0,29.0,55.0,104.0,192.0
38.0,182.0,2.0,277.0,29.0,55.0,104.0,191.0
46.0,181.0,2.0,279.0,29.0,56.0,104.0,194.0
49.0,182.0,2.0,287.0,30.0,59.0,106.0,196.0
52.0,182.0,2.0,290.0,30.0,59.0,106.0,197.0
53.0,182.0,2.0,290.0,30.0,59.0,106.0,198.0
53.0,182.0,2.0,293.0,30.0,59.0,107.0,198.0
54.0,182.0,2.0,294.0,30.0,60.0,107.0,199.0
54.0,182.0,2.0,294.0,30.0,59.0,107.0,198.0
54.0,183.0,2.0,296.0,30.0,60.0,107.0,199.0
54.0,183.0,2.0,297.0,30.0,60.0,108.0,199.0
54.0,182.0,2.0,296.0,30.0,59.0,107.0,199.0
53.0,182.0,2.0,296.0,30.0,59.0,108.0,199.0
54.0,183.0,2.0,297.0,31.0,59.0,108.0,199.0
53.0,182.0,2.0,296.0,30.0,59.0,108.0,199.0
53.0,182.0,2.0,296.0,30.0,59.0,108.0,199.0
53.0,182.0,1.0,297.0,30.0,60.0,108.0,199.0
53.0,184.0,2.0,296.0,30.0,59.0,109.0,200.0
53.0,183.0,2.0,296.0,30.0,59.0,108.0,199.0
53.0,183.0,2.0,295.0,30.0,59.0,108.0,199.0
52.0,183.0,2.0,295.0,31.0,59.0,108.0,200.0
52.0,183.0,2.0,295.0,30.0,59.0,108.0,200.0
51.0,183.0,2.0,294.0,31.0,59.0,108.0,199.0
52.0,184.0,2.0,294.0,30.0,59.0,108.0,199.0
52.0,183.0,1.0,293.0,30.0,58.0,108.0,199.0
51.0,183.0,2.0,292.0,30.0,59.0,108.0,199.0
51.0,182.0,2.0,292.0,31.0,58.0,108.0,199.0
51.0,183.0,2.0,293.0,30.0,59.0,108.0,199.0
