sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
41.0,183.0,2.0,253.0,29.0,54.0,101.0,194.0
41.0,183.0,2.0,253.0,29.0,54.0,101.0,194.0
41.0,183.0,2.0,253.0,29.0,54.0,101.0,194.0
41.0,182.0,2.0,253.0,29.0,54.0,101.0,194.0
41.0,182.0,2.0,252.0,29.0,54.0,100.0,193.0
41.0,183.0,2.0,252.0,29.0,54.0,101.0,194.0
41.0,183.0,2.0,253.0,29.0,54.0,101.0,194.0
41.0,184.0,2.0,253.0,29.0,54.0,101.0,194.0
41.0,182.0,2.0,252.0,29.0,53.0,100.0,193.0
41.0,183.0,2.0,252.0,29.0,54.0,101.0,194.0
41.0,183.0,2.0,252.0,29.0,54.0,101.0,193.0
41.0,182.0,2.0,251.0,29.0,54.0,100.0,193.0
41.0,183.0,2.0,252.0,29.0,53.0,100.0,193.0
40.0,183.0,2.0,252.0,29.0,54.0,100.0,193.0
41.0,183.0,2.0,252.0,29.0,54.0,100.0,193.0
40.0,183.0,2.0,252.0,29.0,54.0,100.0,193.0
41.0,183.0,2.0,252.0,29.0,54.0,100.0,193.0
40.0,183.0,2.0,252.0,29.0,54.0,100.0,193.0
41.0,182.0,2.0,251.0,29.0,54.0,100.0,192.0
41.0,183.0,2.0,251.0,29.0,54.0,100.0,193.0
41.0,183.0,2.0,252.0,29.0,53.0,100.0,193.0
41.0,182.0,2.0,252.0,29.0,54.0,100.0,193.0
40.0,183.0,2.0,251.0,29.0,53.0,100.0,192.0
41.0,182.0,2.0,251.0,29.0,53.0,100.0,192.0
40.0,183.0,2.0,251.0,29.0,53.0,100.0,192.0
40.0,183.0,2.0,251.0,29.0,53.0,100.0,192.0
40.0,182.0,2.0,251.0,29.0,53.0,100.0,192.0
41.0,183.0,2.0,251.0,29.0,53.0,100.0,192.0
40.0,183.0,2.0,251.0,29.0,54.0,100.0,192.0
41.0,183.0,2.0,251.0,29.0,53.0,100.0,192.0
40.0,182.0,2.0,250.0,29.0,53.0,99.0,192.0
40.0,183.0,2.0,250.0,29.0,53.0,100.0,192.0
41.0,182.0,2.0,250.0,29.0,53.0,99.0,192.0
41.0,182.0,2.0,251.0,29.0,53.0,100.0,192.0
40.0,183.0,2.0,251.0,29.0,53.0,100.0,192.0
41.0,183.0,2.0,250.0,29.0,53.0,99.0,191.0
41.0,182.0,2.0,250.0,29.0,53.0,99.0,191.0
40.0,183.0,2.0,251.0,28.0,53.0,100.0,192.0
40.0,182.0,2.0,250.0,29.0,53.0,99.0,191.0
40.0,182.0,2.0,250.0,29.0,53.0,99.0,190.0
