sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
39.0,202.0,3.0,247.0,33.0,53.0,102.0,207.0
39.0,204.0,2.0,248.0,33.0,53.0,102.0,208.0
38.0,202.0,2.0,248.0,33.0,53.0,102.0,207.0
39.0,202.0,2.0,248.0,33.0,53.0,102.0,208.0
38.0,202.0,2.0,248.0,33.0,53.0,102.0,208.0
39.0,202.0,2.0,248.0,33.0,53.0,102.0,208.0
39.0,203.0,2.0,248.0,33.0,53.0,102.0,208.0
38.0,202.0,2.0,247.0,33.0,53.0,102.0,207.0
39.0,203.0,2.0,248.0,33.0,53.0,102.0,207.0
38.0,202.0,3.0,248.0,33.0,53.0,102.0,207.0
39.0,202.0,2.0,248.0,33.0,53.0,102.0,207.0
39.0,202.0,3.0,248.0,33.0,53.0,102.0,208.0
39.0,202.0,2.0,248.0,32.0,53.0,102.0,206.0
39.0,202.0,2.0,248.0,33.0,53.0,102.0,207.0
39.0,203.0,2.0,248.0,33.0,53.0,102.0,208.0
42.0,203.0,2.0,254.0,33.0,56.0,103.0,213.0
47.0,203.0,1.0,258.0,34.0,58.0,104.0,217.0
49.0,203.0,3.0,259.0,35.0,58.0,105.0,218.0
51.0,204.0,3.0,260.0,35.0,60.0,105.0,221.0
53.0,204.0,3.0,263.0,35.0,60.0,106.0,222.0
54.0,203.0,3.0,263.0,35.0,61.0,106.0,223.0
55.0,205.0,3.0,264.0,36.0,61.0,107.0,225.0
55.0,205.0,3.0,265.0,36.0,61.0,107.0,226.0
55.0,204.0,3.0,265.0,36.0,61.0,107.0,226.0
55.0,206.0,2.0,265.0,36.0,61.0,107.0,227.0
55.0,205.0,3.0,265.0,36.0,61.0,107.0,227.0
55.0,206.0,2.0,265.0,36.0,61.0,108.0,229.0
55.0,205.0,2.0,266.0,37.0,61.0,108.0,228.0
54.0,206.0,2.0,266.0,36.0,61.0,108.0,229.0
54.0,206.0,2.0,267.0,37.0,61.0,108.0,231.0
55.0,205.0,3.0,267.0,37.0,61.0,108.0,231.0
55.0,206.0,3.0,267.0,37.0,61.0,109.0,233.0
55.0,206.0,3.0,267.0,37.0,61.0,109.0,232.0
55.0,206.0,3.0,267.0,37.0,61.0,109.0,233.0
55.0,207.0,3.0,268.0,38.0,61.0,109.0,234.0
55.0,206.0,2.0,267.0,37.0,61.0,109.0,234.0
54.0,206.0,3.0,268.0,38.0,61.0,109.0,235.0
54.0,207.0,3.0,267.0,37.0,61.0,109.0,234.0
54.0,206.0,2.0,267.0,37.0,61.0,109.0,235.0
54.0,207.0,3.0,267.0,38.0,61.0,110.0,235.0
