sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
34.0,214.0,3.0,233.0,28.0, 52.00, 95.00,190.0
34.0,215.0,3.0,233.0,28.0, 52.00, 94.00,189.0
34.0,214.0,3.0,233.0,29.0, 51.00, 94.00,189.0
34.0,213.0,3.0,232.0,28.0, 52.00, 94.00,188.0
34.0,214.0,2.0,233.0,29.0, 52.00, 94.00,188.0
34.0,214.0,2.0,233.0,29.0, 51.00, 94.00,188.0
34.0,213.0,2.0,232.0,28.0, 51.00, 94.00,188.0
33.0,214.0,2.0,233.0,28.0, 52.00, 94. 94.00,188.0
33.0,214.0,2.0,233.0,28.0, 52.00, 94. 94.00,188.0
33.0,214.0,2.0,233.0,28.0, 52.00, 94.00,188.0
34.0,214.0,3.0,232.0,28.0, 52.00, 94.00,188.0
34.0,213.0,3.0,233.0,28.0, 51.00, 94.00,187.0
34.0,213.0,2.0,232.0,28.0, 51.00, 94.00,187.0
33.0,213.0,2.0,232.0,28.0, 51.00, 94.00,187.0
34.0,213.0,2.0,232.0,28.0, 51.00, 94.00,187.0
34.0,213.0,3.0,232.0,28.0, 52.00, 94.00,187.0
33.0,208.0,3.0,231.0,27.0, 51.00, 93.00,181.0
33.0,209.0,3.0,231.0,27.0, 51.00, 93.00,181.0
33.0,209.0,2.0,231.0,27.0, 51.00, 93.00,181.0
33.0,208.0,3.0,230.0,27.0, 51.00, 93.00,181.0
33.0,209.0,2.0,231.0,27.0, 51.00, 93.00,181.0
33.0,208.0,2.0,230.0,27.0, 51.00, 93.00,181.0
33.0,208.0,3.0,231.0,27.0, 51.00, 93.00,181.0
33.0,209.0,3.0,230.0,27.0, 51.00, 93.00,181.0
33.0,209.0,3.0,230.0,27.0, 51.00, 93.00,180.0
33.0,209.0,2.0,231.0,27.0, 51.00, 93.00,181.0
33.0,209.0,2.0,230.0,27.0, 51.00, 92.00,181.0
33.0,207.0,2.0,230.0,27.0, 51.00, 93.00,180.0
33.0,208.0,2.0,231.0,27.0, 51.051.00, 93.00,180.0
33.0,208.0,2.0,231.0,27.0, 51.051.00, 93.00,180.0
33.0,208.0,2.0,231.0,27.0, 51.00, 93.00,180.0
33.0,208.0,3.0,231.0,27.0, 51.00, 93.00,180.0
33.0,207.0,2.0,230.0,27.0, 51.00, 92.00,180.0
33.0,208.0,2.0,231.0,27.0, 51.00, 93.00,180.0
33.0,207.0,2.0,230.0,27.0, 51.00, 93.00,179.0
33.0,207.0,2.0,230.0,27.0, 51.00, 93.00,180.0
33.0,207.0,3.0,231.0,27.0, 51.00, 92.00,179.0
33.0,207.0,2.0,231.0,27.0, 51.00, 93.00,179.0
33.0,206.0,2.0,230.0,26.0, 50.00, 92.00,179.0
33.0,206.0,2.0,231.0,27.0, 51.00, 93.00,179.0
