Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757924467,49.00, 177.00, 2.00, 229.00, 35.00, 49.00, 102.00, 190.00
1757924467,49.00, 177.00, 2.00, 229.00, 35.00, 50.00, 102.00, 190.00
1757924468,49.00, 178.00, 2.00, 229.00, 35.00, 49.00, 102.00, 190.00
1757924469,50.00, 177.00, 2.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924470,49.00, 177.00, 2.00, 229.00, 35.00, 49.00, 102.00, 189.00
1757924471,49.00, 178.00, 1.00, 230.00, 36.00, 49.00, 102.00, 190.00
1757924472,49.00, 177.00, 2.00, 229.00, 36.00, 49.00, 102.00, 189.00
1757924473,49.00, 177.00, 2.00, 229.00, 35.00, 49.00, 102.00, 190.00
1757924474,49.00, 178.00, 1.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924475,49.00, 176.00, 2.00, 228.00, 35.00, 49.00, 102.00, 189.00
1757924482,49.00, 178.00, 1.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924483,50.00, 178.00, 2.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924484,49.00, 177.00, 2.00, 229.00, 35.00, 49.00, 102.00, 190.00
1757924485,49.00, 177.00, 2.00, 229.00, 36.00, 49.00, 102.00, 189.00
1757924486,49.00, 177.00, 2.00, 229.00, 35.00, 50.00, 102.00, 190.00
1757924487,50.00, 178.00, 2.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924488,49.00, 176.00, 1.00, 229.00, 36.00, 49.00, 102.00, 189.00
1757924489,50.00, 177.00, 2.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924490,49.00, 177.00, 2.00, 229.00, 35.00, 49.00, 102.00, 190.00
1757924491,49.00, 176.00, 2.00, 229.00, 36.00, 49.00, 102.00, 189.00
1757924492,49.00, 177.00, 2.00, 229.00, 36.00, 49.00, 102.00, 189.00
1757924493,49.00, 177.00, 2.00, 229.00, 36.00, 49.00, 102.00, 189.00
1757924494,49.00, 177.00, 1.00, 230.00, 36.00, 50.00, 102.00, 190.00
1757924495,49.00, 177.00, 1.00, 228.00, 36.00, 49.00, 102.00, 189.00
1757924496,49.00, 177.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924497,49.00, 177.00, 2.00, 229.00, 35.00, 50.00, 102.00, 190.00
1757924498,49.00, 176.00, 1.00, 229.00, 35.00, 50.00, 102.00, 190.00
1757924499,49.00, 177.00, 2.00, 229.00, 35.00, 49.00, 102.00, 190.00
1757924500,49.00, 177.00, 1.00, 228.00, 35.00, 49.00, 102.00, 189.00
1757924501,49.00, 178.00, 2.00, 230.00, 36.00, 49.00, 102.00, 190.00
