Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757924400,49.00, 178.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924400,49.00, 178.00, 1.00, 229.00, 36.00, 50.00, 103.00, 190.00
1757924401,49.00, 178.00, 1.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924402,49.00, 177.00, 1.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924403,49.00, 178.00, 2.00, 229.00, 36.00, 50.00, 102.00, 191.00
1757924404,49.00, 178.00, 2.00, 229.00, 36.00, 49.00, 103.00, 191.00
1757924406,50.00, 179.00, 2.00, 230.00, 36.00, 49.00, 102.00, 191.00
1757924407,49.00, 178.00, 2.00, 229.00, 35.00, 50.00, 103.00, 191.00
1757924408,49.00, 178.00, 2.00, 230.00, 36.00, 49.00, 102.00, 190.00
1757924409,50.00, 178.00, 1.00, 230.00, 36.00, 49.00, 103.00, 191.00
1757924410,49.00, 178.00, 2.00, 230.00, 36.00, 50.00, 102.00, 190.00
1757924411,49.00, 178.00, 2.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924412,49.00, 178.00, 2.00, 230.00, 36.00, 49.00, 102.00, 190.00
1757924413,49.00, 178.00, 1.00, 229.00, 36.00, 49.00, 102.00, 191.00
1757924414,50.00, 178.00, 2.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924415,50.00, 178.00, 2.00, 230.00, 36.00, 50.00, 103.00, 190.00
1757924416,49.00, 178.00, 1.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924417,49.00, 178.00, 0.00, 229.00, 36.00, 50.00, 103.00, 191.00
1757924418,49.00, 178.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924419,49.00, 178.00, 2.00, 230.00, 36.00, 49.00, 102.00, 191.00
1757924420,50.00, 179.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924421,49.00, 178.00, 1.00, 229.00, 36.00, 49.00, 102.00, 191.00
1757924422,49.00, 178.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924423,49.00, 178.00, 2.00, 230.00, 36.00, 50.00, 103.00, 190.00
1757924424,49.00, 178.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924425,49.00, 177.00, 1.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924426,49.00, 178.00, 2.00, 230.00, 36.00, 50.00, 102.00, 190.00
1757924427,49.00, 177.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924428,50.00, 178.00, 2.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924429,49.00, 179.00, 2.00, 230.00, 36.00, 49.00, 102.00, 190.00
