Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1758095827,39.00, 202.00, 3.00, 247.00, 33.00, 53.00, 102.00, 207.00
1758095828,39.00, 204.00, 2.00, 248.00, 33.00, 53.00, 102.00, 208.00
1758095829,38.00, 202.00, 2.00, 248.00, 33.00, 53.00, 102.00, 207.00
1758095830,39.00, 202.00, 2.00, 248.00, 33.00, 53.00, 102.00, 208.00
1758095831,38.00, 202.00, 2.00, 248.00, 33.00, 53.00, 102.00, 208.00
1758095832,39.00, 202.00, 2.00, 248.00, 33.00, 53.00, 102.00, 208.00
1758095833,39.00, 203.00, 2.00, 248.00, 33.00, 53.00, 102.00, 208.00
1758095834,38.00, 202.00, 2.00, 247.00, 33.00, 53.00, 102.00, 207.00
1758095835,39.00, 203.00, 2.00, 248.00, 33.00, 53.00, 102.00, 207.00
1758095836,38.00, 202.00, 3.00, 248.00, 33.00, 53.00, 102.00, 207.00
1758095837,39.00, 202.00, 2.00, 248.00, 33.00, 53.00, 102.00, 207.00
1758095838,39.00, 202.00, 3.00, 248.00, 33.00, 53.00, 102.00, 208.00
1758095839,39.00, 202.00, 2.00, 248.00, 32.00, 53.00, 102.00, 206.00
1758095840,39.00, 202.00, 2.00, 248.00, 33.00, 53.00, 102.00, 207.00
1758095841,39.00, 203.00, 2.00, 248.00, 33.00, 53.00, 102.00, 208.00
1758095842,42.00, 203.00, 2.00, 254.00, 33.00, 56.00, 103.00, 213.00
1758095843,47.00, 203.00, 1.00, 258.00, 34.00, 58.00, 104.00, 217.00
1758095844,49.00, 203.00, 3.00, 259.00, 35.00, 58.00, 105.00, 218.00
1758095845,51.00, 204.00, 3.00, 260.00, 35.00, 60.00, 105.00, 221.00
1758095846,53.00, 204.00, 3.00, 263.00, 35.00, 60.00, 106.00, 222.00
1758095847,54.00, 203.00, 3.00, 263.00, 35.00, 61.00, 106.00, 223.00
1758095848,55.00, 205.00, 3.00, 264.00, 36.00, 61.00, 107.00, 225.00
1758095849,55.00, 205.00, 3.00, 265.00, 36.00, 61.00, 107.00, 226.00
1758095850,55.00, 204.00, 3.00, 265.00, 36.00, 61.00, 107.00, 226.00
1758095851,55.00, 206.00, 2.00, 265.00, 36.00, 61.00, 107.00, 227.00
1758095852,55.00, 205.00, 3.00, 265.00, 36.00, 61.00, 107.00, 227.00
1758095853,55.00, 206.00, 2.00, 265.00, 36.00, 61.00, 108.00, 229.00
1758095854,55.00, 205.00, 2.00, 266.00, 37.00, 61.00, 108.00, 228.00
1758095855,54.00, 206.00, 2.00, 266.00, 36.00, 61.00, 108.00, 229.00
1758095856,54.00, 206.00, 2.00, 267.00, 37.00, 61.00, 108.00, 231.00
1758095857,55.00, 205.00, 3.00, 267.00, 37.00, 61.00, 108.00, 231.00
1758095858,55.00, 206.00, 3.00, 267.00, 37.00, 61.00, 109.00, 233.00
1758095859,55.00, 206.00, 3.00, 267.00, 37.00, 61.00, 109.00, 232.00
1758095860,55.00, 206.00, 3.00, 267.00, 37.00, 61.00, 109.00, 233.00
1758095861,55.00, 207.00, 3.00, 268.00, 38.00, 61.00, 109.00, 234.00
1758095862,55.00, 206.00, 2.00, 267.00, 37.00, 61.00, 109.00, 234.00
1758095863,54.00, 206.00, 3.00, 268.00, 38.00, 61.00, 109.00, 235.00
1758095864,54.00, 207.00, 3.00, 267.00, 37.00, 61.00, 109.00, 234.00
1758095865,54.00, 206.00, 2.00, 267.00, 37.00, 61.00, 109.00, 235.00
1758095866,54.00, 207.00, 3.00, 267.00, 38.00, 61.00, 110.00, 235.00
