Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1758091765,34.00, 214.00, 3.00, 233.00, 28.00, 52.00, 95.00, 190.00
1758091766,34.00, 215.00, 3.00, 233.00, 28.00, 52.00, 94.00, 189.00
1758091767,34.00, 214.00, 3.00, 233.00, 29.00, 51.00, 94.00, 189.00
1758091769,34.00, 213.00, 3.00, 232.00, 28.00, 52.00, 94.00, 188.00
1758091770,34.00, 214.00, 2.00, 233.00, 29.00, 52.00, 94.00, 188.00
1758091771,34.00, 214.00, 2.00, 233.00, 29.00, 51.00, 94.00, 188.00
1758091773,34.00, 213.00, 2.00, 232.00, 28.00, 51.00, 94.00, 188.00
1758091774,33.00, 214.00, 2.00, 233.00, 28.00, 52.00, 94. 94.00, 188.00
1758091775,33.00, 214.00, 2.00, 233.00, 28.00, 52.00, 94. 94.00, 188.00
1758091776,33.00, 214.00, 2.00, 233.00, 28.00, 52.00, 94.00, 188.00
1758091778,34.00, 214.00, 3.00, 232.00, 28.00, 52.00, 94.00, 188.00
1758091779,34.00, 213.00, 3.00, 233.00, 28.00, 51.00, 94.00, 187.00
1758091780,34.00, 213.00, 2.00, 232.00, 28.00, 51.00, 94.00, 187.00
1758091782,33.00, 213.00, 2.00, 232.00, 28.00, 51.00, 94.00, 187.00
1758091783,34.00, 213.00, 2.00, 232.00, 28.00, 51.00, 94.00, 187.00
1758091784,34.00, 213.00, 3.00, 232.00, 28.00, 52.00, 94.00, 187.00
1758091978,33.00, 208.00, 3.00, 231.00, 27.00, 51.00, 93.00, 181.00
1758091979,33.00, 209.00, 3.00, 231.00, 27.00, 51.00, 93.00, 181.00
1758091980,33.00, 209.00, 2.00, 231.00, 27.00, 51.00, 93.00, 181.00
1758091982,33.00, 208.00, 3.00, 230.00, 27.00, 51.00, 93.00, 181.00
1758091983,33.00, 209.00, 2.00, 231.00, 27.00, 51.00, 93.00, 181.00
1758091984,33.00, 208.00, 2.00, 230.00, 27.00, 51.00, 93.00, 181.00
1758091986,33.00, 208.00, 3.00, 231.00, 27.00, 51.00, 93.00, 181.00
1758091987,33.00, 209.00, 3.00, 230.00, 27.00, 51.00, 93.00, 181.00
1758091989,33.00, 209.00, 3.00, 230.00, 27.00, 51.00, 93.00, 180.00
1758091991,33.00, 209.00, 2.00, 231.00, 27.00, 51.00, 93.00, 181.00
1758091992,33.00, 209.00, 2.00, 230.00, 27.00, 51.00, 92.00, 181.00
1758091996,33.00, 207.00, 2.00, 230.00, 27.00, 51.00, 93.00, 180.00
1758091997,33.00, 208.00, 2.00, 231.00, 27.00, 51.051.00, 93.00, 180.00
1758091998,33.00, 208.00, 2.00, 231.00, 27.00, 51.051.00, 93.00, 180.00
1758091999,33.00, 208.00, 2.00, 231.00, 27.00, 51.00, 93.00, 180.00
1758092001,33.00, 208.00, 3.00, 231.00, 27.00, 51.00, 93.00, 180.00
1758092002,33.00, 207.00, 2.00, 230.00, 27.00, 51.00, 92.00, 180.00
1758092003,33.00, 208.00, 2.00, 231.00, 27.00, 51.00, 93.00, 180.00
1758092005,33.00, 207.00, 2.00, 230.00, 27.00, 51.00, 93.00, 179.00
1758092006,33.00, 207.00, 2.00, 230.00, 27.00, 51.00, 93.00, 180.00
1758092008,33.00, 207.00, 3.00, 231.00, 27.00, 51.00, 92.00, 179.00
1758092011,33.00, 207.00, 2.00, 231.00, 27.00, 51.00, 93.00, 179.00
1758092012,33.00, 206.00, 2.00, 230.00, 26.00, 50.00, 92.00, 179.00
1758092014,33.00, 206.00, 2.00, 231.00, 27.00, 51.00, 93.00, 179.00
