Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757926985,72.00, 216.00, 2.00, 245.00, 78.00, 55.00, 126.00, 372.00
1757926986,71.00, 217.00, 2.00, 245.00, 78.00, 55.00, 126.00, 372.00
1757926987,71.00, 216.00, 3.00, 245.00, 78.00, 55.00, 126.00, 371.00
1757926988,71.00, 217.00, 2.00, 245.00, 78.00, 55.00, 126.00, 371.00
1757926989,71.00, 216.00, 2.00, 245.00, 78.00, 55.00, 126.00, 371.00
1757926990,71.00, 217.00, 2.00, 245.00, 78.00, 55.00, 126.00, 370.00
1757926991,70.00, 216.00, 2.00, 244.00, 78.00, 55.00, 126.00, 369.00
1757926992,71.00, 217.00, 2.00, 246.00, 78.00, 56.00, 126.00, 369.00
1757926993,71.00, 217.00, 4.00, 245.00, 78.00, 55.00, 126.00, 370.00
1757926994,71.00, 216.00, 3.00, 245.00, 78.00, 55.00, 126.00, 370.00
1757926995,76.00, 217.00, 2.00, 251.00, 80.00, 58.00, 128.00, 375.00
1757926996,83.00, 217.00, 3.00, 254.00, 81.00, 60.00, 129.00, 378.00
1757926997,90.00, 217.00, 2.00, 260.00, 82.00, 61.00, 130.00, 382.00
1757926998,96.00, 217.00, 2.00, 263.00, 84.00, 62.00, 132.00, 386.00
1757926999,105.00, 218.00, 0.00, 267.00, 85.00, 63.00, 133.00, 386.00
1757927000,116.00, 218.00, 1.00, 272.00, 87.00, 64.00, 134.00, 391.00
1757927001,123.00, 218.00, 2.00, 273.00, 88.00, 64.00, 135.00, 392.00
1757927002,130.00, 218.00, 3.00, 275.00, 89.00, 65.00, 136.00, 395.00
1757927003,133.00, 217.00, 3.00, 275.00, 90.00, 65.00, 136.00, 396.00
1757927004,136.00, 219.00, 2.00, 278.00, 91.00, 65.00, 138.00, 398.00
1757927005,139.00, 219.00, 3.00, 279.00, 92.00, 65.00, 138.00, 399.00
1757927006,139.00, 218.00, 2.00, 279.00, 92.00, 65.00, 138.00, 400.00
1757927007,141.00, 219.00, 2.00, 281.00, 93.00, 65.00, 139.00, 402.00
1757927008,142.00, 219.00, 3.00, 280.00, 93.00, 64.00, 139.00, 402.00
1757927009,143.00, 220.00, 3.00, 282.00, 94.00, 65.00, 140.00, 403.00
1757927010,143.00, 219.00, 3.00, 280.00, 94.00, 64.00, 139.00, 403.00
1757927011,144.00, 219.00, 3.00, 282.00, 95.00, 65.00, 140.00, 405.00
1757927012,144.00, 221.00, 2.00, 283.00, 95.00, 64.00, 140.00, 405.00
1757927013,144.00, 220.00, 3.00, 283.00, 95.00, 64.00, 140.00, 407.00
1757927014,144.00, 220.00, 2.00, 283.00, 95.00, 64.00, 140.00, 406.00
1757927015,144.00, 220.00, 2.00, 282.00, 96.00, 64.00, 140.00, 406.00
1757927016,145.00, 221.00, 2.00, 283.00, 96.00, 64.00, 141.00, 408.00
1757927017,144.00, 220.00, 3.00, 283.00, 96.00, 64.00, 141.00, 407.00
1757927018,145.00, 221.00, 2.00, 283.00, 97.00, 64.00, 141.00, 409.00
1757927019,144.00, 220.00, 3.00, 283.00, 97.00, 63.00, 140.00, 407.00
1757927020,145.00, 221.00, 3.00, 283.00, 97.00, 63.00, 141.00, 409.00
1757927021,144.00, 220.00, 2.00, 283.00, 97.00, 63.00, 140.00, 408.00
1757927022,144.00, 220.00, 2.00, 283.00, 98.00, 63.00, 140.00, 410.00
1757927023,146.00, 222.00, 3.00, 284.00, 98.00, 63.00, 140.00, 410.00
1757927024,145.00, 221.00, 2.00, 283.00, 98.00, 63.00, 140.00, 409.00
