Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1758104231,36.00, 175.00, 2.00, 240.00, 25.00, 51.00, 92.00, 170.00
1758104232,36.00, 175.00, 2.00, 240.00, 25.00, 50.00, 92.00, 170.00
1758104233,36.00, 176.00, 2.00, 240.00, 25.00, 50.00, 92.00, 171.00
1758104234,36.00, 176.00, 2.00, 240.00, 26.00, 50.00, 92.00, 171.00
1758104235,36.00, 175.00, 2.00, 241.00, 26.00, 50.00, 92.00, 171.00
1758104236,35.00, 175.00, 2.00, 240.00, 25.00, 50.00, 92.00, 171.00
1758104237,36.00, 175.00, 2.00, 240.00, 25.00, 50.00, 92.00, 170.00
1758104238,36.00, 175.00, 2.00, 240.00, 26.00, 50.00, 91.00, 170.00
1758104239,35.00, 175.00, 2.00, 240.00, 26.00, 50.00, 91.00, 171.00
1758104240,36.00, 175.00, 2.00, 240.00, 26.00, 50.00, 92.00, 171.00
1758104241,36.00, 175.00, 2.00, 240.00, 26.00, 51.00, 92.00, 171.00
1758104242,36.00, 176.00, 2.00, 240.00, 26.00, 51.00, 92.00, 171.00
1758104243,36.00, 176.00, 2.00, 240.00, 26.00, 51.00, 92.00, 170.00
1758104244,36.00, 176.00, 2.00, 240.00, 25.00, 51.00, 92.00, 170.00
1758104245,36.00, 175.00, 2.00, 240.00, 26.00, 51.00, 92.00, 170.00
1758104246,36.00, 175.00, 2.00, 240.00, 26.00, 50.00, 92.00, 171.00
1758104247,36.00, 176.00, 2.00, 241.00, 25.00, 51.00, 92.00, 171.00
1758104248,36.00, 176.00, 2.00, 240.00, 26.00, 51.00, 92.00, 170.00
1758104249,35.00, 175.00, 1.00, 240.00, 25.00, 51.00, 92.00, 170.00
1758104250,36.00, 175.00, 2.00, 239.00, 26.00, 50.00, 92.00, 170.00
1758104251,36.00, 175.00, 2.00, 240.00, 25.00, 51.00, 92.00, 170.00
1758104252,36.00, 175.00, 2.00, 240.00, 25.00, 50.00, 92.00, 170.00
1758104253,36.00, 176.00, 2.00, 241.00, 25.00, 51.00, 92.00, 171.00
1758104254,35.00, 176.00, 2.00, 241.00, 26.00, 50.00, 92.00, 170.00
1758104255,35.00, 175.00, 2.00, 239.00, 25.00, 51.00, 92.00, 170.00
1758104256,36.00, 175.00, 2.00, 240.00, 26.00, 51.00, 92.00, 170.00
1758104257,35.00, 175.00, 2.00, 240.00, 25.00, 50.00, 92.00, 171.00
1758104258,36.00, 176.00, 2.00, 240.00, 25.00, 51.00, 92.00, 171.00
1758104259,36.00, 176.00, 2.00, 240.00, 25.00, 51.00, 92.00, 170.00
1758104260,36.00, 175.00, 2.00, 240.00, 25.00, 51.00, 92.00, 170.00
1758104261,35.00, 176.00, 2.00, 240.00, 26.00, 51.00, 92.00, 171.00
1758104262,35.00, 175.00, 1.00, 240.00, 26.00, 50.00, 92.00, 170.00
1758104263,36.00, 175.00, 2.00, 240.00, 25.00, 50.00, 92.00, 170.00
1758104264,36.00, 175.00, 2.00, 240.00, 25.00, 50.00, 92.00, 170.00
1758104265,36.00, 175.00, 2.00, 241.00, 25.00, 51.00, 92.00, 171.00
1758104266,36.00, 176.00, 2.00, 240.00, 26.00, 50.00, 92.00, 170.00
1758104267,36.00, 176.00, 2.00, 240.00, 25.00, 50.00, 92.00, 170.00
1758104268,36.00, 176.00, 2.00, 240.00, 26.00, 50.00, 92.00, 170.00
1758104269,36.00, 175.00, 1.00, 240.00, 25.00, 50.00, 92.00, 170.00
1758104270,36.00, 176.00, 2.00, 240.00, 25.00, 50.00, 92.00, 171.00
