Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757927541,83.00, 213.00, 2.00, 250.00, 75.00, 56.00, 123.00, 354.00
1757927542,83.00, 212.00, 3.00, 248.00, 75.00, 56.00, 123.00, 353.00
1757927543,83.00, 213.00, 2.00, 249.00, 75.00, 56.00, 123.00, 354.00
1757927544,83.00, 213.00, 3.00, 250.00, 75.00, 56.00, 123.00, 353.00
1757927545,83.00, 213.00, 3.00, 249.00, 75.00, 57.00, 123.00, 352.00
1757927546,83.00, 213.00, 3.00, 250.00, 75.00, 56.00, 123.00, 353.00
1757927547,83.00, 213.00, 3.00, 248.00, 74.00, 56.00, 123.00, 352.00
1757927548,82.00, 213.00, 3.00, 249.00, 75.00, 56.00, 123.00, 353.00
1757927549,83.00, 212.00, 2.00, 248.00, 75.00, 56.00, 122.00, 352.00
1757927550,82.00, 212.00, 3.00, 249.00, 75.00, 56.00, 122.00, 352.00
1757927551,82.00, 213.00, 3.00, 249.00, 75.00, 56.00, 122.00, 353.00
1757927552,81.00, 212.00, 3.00, 248.00, 75.00, 56.00, 122.00, 351.00
1757927553,82.00, 213.00, 4.00, 249.00, 75.00, 56.00, 122.00, 352.00
1757927554,84.00, 212.00, 2.00, 251.00, 76.00, 58.00, 124.00, 358.00
1757927555,89.00, 213.00, 4.00, 253.00, 78.00, 60.00, 125.00, 364.00
1757927556,93.00, 212.00, 2.00, 254.00, 79.00, 62.00, 126.00, 368.00
1757927557,97.00, 213.00, 3.00, 257.00, 81.00, 64.00, 128.00, 372.00
1757927558,102.00, 214.00, 2.00, 260.00, 83.00, 64.00, 129.00, 376.00
1757927559,106.00, 213.00, 2.00, 261.00, 83.00, 65.00, 130.00, 377.00
1757927560,109.00, 213.00, 2.00, 261.00, 84.00, 66.00, 131.00, 380.00
1757927561,110.00, 214.00, 3.00, 261.00, 85.00, 66.00, 131.00, 381.00
1757927562,110.00, 214.00, 3.00, 262.00, 86.00, 66.00, 132.00, 384.00
1757927563,111.00, 213.00, 2.00, 262.00, 86.00, 66.00, 133.00, 385.00
1757927564,111.00, 213.00, 3.00, 263.00, 87.00, 66.00, 133.00, 387.00
1757927565,111.00, 215.00, 2.00, 263.00, 87.00, 66.00, 134.00, 388.00
1757927566,111.00, 214.00, 2.00, 262.00, 87.00, 65.00, 133.00, 389.00
1757927567,112.00, 215.00, 4.00, 262.00, 88.00, 65.00, 134.00, 391.00
1757927568,111.00, 213.00, 3.00, 262.00, 88.00, 65.00, 134.00, 391.00
1757927569,111.00, 214.00, 2.00, 263.00, 88.00, 65.00, 134.00, 392.00
1757927570,110.00, 214.00, 3.00, 262.00, 88.00, 65.00, 135.00, 392.00
1757927571,110.00, 216.00, 2.00, 263.00, 89.00, 65.00, 135.00, 393.00
1757927572,110.00, 214.00, 2.00, 262.00, 89.00, 64.00, 134.00, 393.00
1757927573,110.00, 215.00, 3.00, 263.00, 89.00, 64.00, 135.00, 395.00
1757927574,110.00, 215.00, 3.00, 261.00, 89.00, 64.00, 135.00, 394.00
1757927575,109.00, 215.00, 2.00, 262.00, 89.00, 64.00, 135.00, 396.00
1757927576,109.00, 215.00, 4.00, 262.00, 89.00, 64.00, 135.00, 395.00
1757927577,109.00, 215.00, 3.00, 262.00, 90.00, 64.00, 135.00, 396.00
1757927578,108.00, 215.00, 2.00, 262.00, 90.00, 64.00, 135.00, 396.00
1757927579,108.00, 215.00, 3.00, 262.00, 90.00, 64.00, 136.00, 397.00
1757927580,108.00, 214.00, 2.00, 260.00, 90.00, 64.00, 135.00, 395.00
