Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1758104892,41.00, 183.00, 2.00, 253.00, 29.00, 54.00, 101.00, 194.00
1758104893,41.00, 183.00, 2.00, 253.00, 29.00, 54.00, 101.00, 194.00
1758104894,41.00, 183.00, 2.00, 253.00, 29.00, 54.00, 101.00, 194.00
1758104895,41.00, 182.00, 2.00, 253.00, 29.00, 54.00, 101.00, 194.00
1758104896,41.00, 182.00, 2.00, 252.00, 29.00, 54.00, 100.00, 193.00
1758104897,41.00, 183.00, 2.00, 252.00, 29.00, 54.00, 101.00, 194.00
1758104898,41.00, 183.00, 2.00, 253.00, 29.00, 54.00, 101.00, 194.00
1758104899,41.00, 184.00, 2.00, 253.00, 29.00, 54.00, 101.00, 194.00
1758104900,41.00, 182.00, 2.00, 252.00, 29.00, 53.00, 100.00, 193.00
1758104901,41.00, 183.00, 2.00, 252.00, 29.00, 54.00, 101.00, 194.00
1758104902,41.00, 183.00, 2.00, 252.00, 29.00, 54.00, 101.00, 193.00
1758104903,41.00, 182.00, 2.00, 251.00, 29.00, 54.00, 100.00, 193.00
1758104904,41.00, 183.00, 2.00, 252.00, 29.00, 53.00, 100.00, 193.00
1758104905,40.00, 183.00, 2.00, 252.00, 29.00, 54.00, 100.00, 193.00
1758104906,41.00, 183.00, 2.00, 252.00, 29.00, 54.00, 100.00, 193.00
1758104907,40.00, 183.00, 2.00, 252.00, 29.00, 54.00, 100.00, 193.00
1758104908,41.00, 183.00, 2.00, 252.00, 29.00, 54.00, 100.00, 193.00
1758104909,40.00, 183.00, 2.00, 252.00, 29.00, 54.00, 100.00, 193.00
1758104910,41.00, 182.00, 2.00, 251.00, 29.00, 54.00, 100.00, 192.00
1758104911,41.00, 183.00, 2.00, 251.00, 29.00, 54.00, 100.00, 193.00
1758104912,41.00, 183.00, 2.00, 252.00, 29.00, 53.00, 100.00, 193.00
1758104913,41.00, 182.00, 2.00, 252.00, 29.00, 54.00, 100.00, 193.00
1758104914,40.00, 183.00, 2.00, 251.00, 29.00, 53.00, 100.00, 192.00
1758104915,41.00, 182.00, 2.00, 251.00, 29.00, 53.00, 100.00, 192.00
1758104916,40.00, 183.00, 2.00, 251.00, 29.00, 53.00, 100.00, 192.00
1758104917,40.00, 183.00, 2.00, 251.00, 29.00, 53.00, 100.00, 192.00
1758104918,40.00, 182.00, 2.00, 251.00, 29.00, 53.00, 100.00, 192.00
1758104919,41.00, 183.00, 2.00, 251.00, 29.00, 53.00, 100.00, 192.00
1758104920,40.00, 183.00, 2.00, 251.00, 29.00, 54.00, 100.00, 192.00
1758104921,41.00, 183.00, 2.00, 251.00, 29.00, 53.00, 100.00, 192.00
1758104922,40.00, 182.00, 2.00, 250.00, 29.00, 53.00, 99.00, 192.00
1758104923,40.00, 183.00, 2.00, 250.00, 29.00, 53.00, 100.00, 192.00
1758104924,41.00, 182.00, 2.00, 250.00, 29.00, 53.00, 99.00, 192.00
1758104925,41.00, 182.00, 2.00, 251.00, 29.00, 53.00, 100.00, 192.00
1758104926,40.00, 183.00, 2.00, 251.00, 29.00, 53.00, 100.00, 192.00
1758104927,41.00, 183.00, 2.00, 250.00, 29.00, 53.00, 99.00, 191.00
1758104928,41.00, 182.00, 2.00, 250.00, 29.00, 53.00, 99.00, 191.00
1758104929,40.00, 183.00, 2.00, 251.00, 28.00, 53.00, 100.00, 192.00
1758104930,40.00, 182.00, 2.00, 250.00, 29.00, 53.00, 99.00, 191.00
1758104931,40.00, 182.00, 2.00, 250.00, 29.00, 53.00, 99.00, 190.00
