Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1758089359,63.00, 298.00, 8.00, 243.00, 43.00, 60.00, 124.00, 244.00
1758089360,64.00, 299.00, 8.00, 245.00, 43.00, 61.00, 125.00, 247.00
1758089361,64.00, 300.00, 7.00, 246.00, 44.00, 61.00, 126.00, 249.00
1758089362,64.00, 301.00, 8.00, 247.00, 44.00, 61.00, 125.00, 252.00
1758089363,64.00, 301.00, 8.00, 247.00, 44.00, 61.00, 126.00, 253.00
1758089364,64.00, 302.00, 8.00, 248.00, 44.00, 61.00, 126.00, 255.00
1758089365,63.00, 303.00, 8.00, 249.00, 45.00, 62.00, 127.00, 256.00
1758089366,63.00, 303.00, 9.00, 249.00, 45.00, 62.00, 126.00, 259.00
1758089367,62.00, 303.00, 8.00, 249.00, 45.00, 61.00, 126.00, 258.00
1758089368,61.00, 304.00, 8.00, 250.00, 45.00, 62.00, 127.00, 261.00
1758089369,61.00, 303.00, 8.00, 250.00, 45.00, 61.00, 127.00, 261.00
1758089370,61.00, 305.00, 8.00, 250.00, 46.00, 62.00, 127.00, 262.00
1758089371,60.00, 304.00, 8.00, 251.00, 46.00, 62.00, 127.00, 262.00
1758089372,60.00, 305.00, 9.00, 250.00, 46.00, 61.00, 126.00, 263.00
1758089373,59.00, 305.00, 9.00, 251.00, 46.00, 61.00, 127.00, 263.00
1758089374,59.00, 304.00, 8.00, 251.00, 46.00, 61.00, 127.00, 263.00
1758089375,58.00, 304.00, 8.00, 251.00, 46.00, 62.00, 127.00, 264.00
1758089376,57.00, 305.00, 8.00, 252.00, 46.00, 61.00, 126.00, 264.00
1758089378,57.00, 305.00, 8.00, 251.00, 46.00, 61.00, 126.00, 265.00
1758089379,56.00, 305.00, 9.00, 251.00, 46.00, 61.00, 126.00, 264.00
1758089380,56.00, 305.00, 8.00, 251.00, 46.00, 61.00, 126.00, 264.00
1758089381,55.00, 304.00, 8.00, 251.00, 46.00, 61.00, 126.00, 265.00
1758089382,55.00, 306.00, 8.00, 252.00, 46.00, 61.00, 126.00, 265.00
1758089383,55.00, 305.00, 8.00, 251.00, 46.00, 61.00, 126.00, 264.00
1758089384,54.00, 306.00, 8.00, 251.00, 46.00, 61.00, 126.00, 265.00
1758089385,54.00, 305.00, 8.00, 252.00, 46.00, 61.00, 126.00, 265.00
1758089386,54.00, 305.00, 8.00, 252.00, 46.00, 60.00, 126.00, 265.00
1758089387,53.00, 305.00, 8.00, 252.00, 46.00, 61.00, 126.00, 265.00
1758089388,53.00, 305.00, 8.00, 252.00, 46.00, 61.00, 125.00, 265.00
1758089389,52.00, 304.00, 7.00, 250.00, 46.00, 60.00, 125.00, 264.00
1758089390,52.00, 304.00, 8.00, 251.00, 46.00, 60.00, 125.00, 264.00
1758089391,52.00, 305.00, 8.00, 251.00, 46.00, 60.00, 125.00, 265.00
1758089392,52.00, 305.00, 8.00, 252.00, 46.00, 61.00, 125.00, 265.00
1758089393,51.00, 305.00, 8.00, 251.00, 46.00, 60.00, 125.00, 265.00
1758089394,51.00, 305.00, 9.00, 251.00, 46.00, 60.00, 125.00, 265.00
1758089395,50.00, 305.00, 8.00, 250.00, 46.00, 60.00, 125.00, 265.00
1758089396,50.00, 304.00, 8.00, 250.00, 46.00, 60.00, 124.00, 264.00
1758089397,50.00, 305.00, 8.00, 251.00, 45.00, 60.00, 124.00, 264.00
1758089398,50.00, 305.00, 8.00, 251.00, 46.00, 60.00, 125.00, 264.00
1758089399,50.00, 304.00, 8.00, 250.00, 46.00, 60.00, 124.00, 264.00
