Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1758096004,45.00, 208.00, 2.00, 257.00, 37.00, 56.00, 107.00, 233.00
1758096005,45.00, 208.00, 2.00, 257.00, 37.00, 56.00, 107.00, 233.00
1758096006,45.00, 207.00, 3.00, 257.00, 37.00, 56.00, 107.00, 233.00
1758096007,45.00, 207.00, 2.00, 257.00, 37.00, 56.00, 107.00, 232.00
1758096008,45.00, 207.00, 2.00, 257.00, 37.00, 56.00, 107.00, 233.00
1758096009,45.00, 207.00, 2.00, 257.00, 37.00, 56.00, 107.00, 232.00
1758096010,45.00, 208.00, 2.00, 257.00, 37.00, 56.00, 107.00, 232.00
1758096011,45.00, 208.00, 4.00, 257.00, 37.00, 56.00, 107.00, 233.00
1758096012,48.00, 208.00, 3.00, 261.00, 38.00, 58.00, 108.00, 237.00
1758096013,53.00, 208.00, 4.00, 266.00, 39.00, 60.00, 109.00, 241.00
1758096014,58.00, 209.00, 2.00, 268.00, 39.00, 60.00, 110.00, 242.00
1758096015,61.00, 208.00, 2.00, 269.00, 39.00, 62.00, 111.00, 245.00
1758096016,62.00, 209.00, 3.00, 271.00, 40.00, 63.00, 111.00, 247.00
1758096017,64.00, 209.00, 3.00, 271.00, 40.00, 63.00, 111.00, 246.00
1758096018,64.00, 209.00, 2.00, 273.00, 40.00, 63.00, 112.00, 249.00
1758096019,64.00, 209.00, 3.00, 273.00, 40.00, 63.00, 112.00, 249.00
1758096020,64.00, 209.00, 3.00, 274.00, 41.00, 64.00, 113.00, 250.00
1758096021,64.00, 210.00, 2.00, 275.00, 41.00, 64.00, 113.00, 251.00
1758096022,64.00, 210.00, 3.00, 275.00, 41.00, 64.00, 113.00, 252.00
1758096023,64.00, 211.00, 3.00, 275.00, 41.00, 64.00, 114.00, 252.00
1758096024,63.00, 209.00, 2.00, 274.00, 41.00, 63.00, 113.00, 252.00
1758096025,63.00, 210.00, 2.00, 275.00, 41.00, 64.00, 114.00, 253.00
1758096026,63.00, 211.00, 3.00, 276.00, 41.00, 64.00, 114.00, 253.00
1758096027,62.00, 210.00, 2.00, 275.00, 41.00, 63.00, 114.00, 254.00
1758096028,62.00, 211.00, 2.00, 276.00, 42.00, 63.00, 114.00, 254.00
1758096029,61.00, 210.00, 3.00, 275.00, 42.00, 63.00, 114.00, 254.00
1758096030,61.00, 210.00, 2.00, 275.00, 42.00, 62.00, 114.00, 256.00
1758096031,61.00, 210.00, 2.00, 276.00, 42.00, 63.00, 114.00, 255.00
1758096032,61.00, 211.00, 3.00, 276.00, 42.00, 63.00, 114.00, 255.00
1758096033,61.00, 211.00, 2.00, 275.00, 42.00, 63.00, 114.00, 256.00
1758096034,60.00, 211.00, 3.00, 274.00, 42.00, 62.00, 114.00, 256.00
1758096035,59.00, 211.00, 3.00, 275.00, 42.00, 63.00, 114.00, 256.00
1758096036,59.00, 212.00, 2.00, 275.00, 42.00, 62.00, 114.00, 256.00
1758096037,59.00, 211.00, 2.00, 275.00, 42.00, 62.00, 115.00, 256.00
1758096038,59.00, 212.00, 4.00, 275.00, 42.00, 62.00, 115.00, 257.00
1758096039,59.00, 210.00, 2.00, 274.00, 42.00, 62.00, 114.00, 256.00
1758096040,58.00, 211.00, 2.00, 275.00, 42.00, 62.00, 115.00, 258.00
1758096041,58.00, 211.00, 2.00, 275.00, 42.00, 62.00, 114.00, 257.00
1758096042,58.00, 210.00, 3.00, 275.00, 42.00, 62.00, 114.00, 257.00
1758096043,58.00, 211.00, 3.00, 275.00, 43.00, 62.00, 115.00, 258.00
