Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1758097392,41.00, 242.00, 3.00, 252.00, 40.00, 54.00, 111.00," 248.0000"
1758097393,41.00, 242.00, 3.00, 252.00, 40.00, 54.00, 111.00," 248.0000"
1758097394,41.00, 242.00, 3.00, 252.00, 40.00, 54.00, 111.00," 248.0000"
1758097395,41.00, 242.00, 3.00, 252.00, 40.00, 54.00, 111.00, 248.00
1758097397,41.00, 241.00, 3.00, 251.00, 39.00, 54.54.00, 110.00, 246.00
1758097398,41.00, 241.00, 3.00, 251.00, 39.00, 54.54.00, 110.00, 246.00
1758097399,41.00, 241.00, 3.00, 251.00, 39.00, 54.54.00, 110.00, 246.00
1758097400,41.00, 241.00, 3.00, 251.00, 39.00, 54.00, 110.00, 246.00
1758097402,42.00, 240.00, 3.00, 252.00, 39.00, 54.00, 110.00, 245.00
1758097403,41.00, 240.00, 3.00, 251.00, 39.00, 54.00, 110.00, 24 245.00
1758097404,41.00, 240.00, 3.00, 251.00, 39.00, 54.00, 110.00, 24 245.00
1758097405,41.00, 240.00, 3.00, 251.00, 39.00, 54.00, 110.00, 244.00
1758097407,41.00, 239.00, 3.00, 251.00, 39.00, 54.00, 109.00, 243.00
1758097410,41.00, 239.00, 3.00, 252.00, 39.00, 54.00, 109.00, 242.00
1758097412,42.00, 239.00, 3.00, 251.00, 39.00, 53.00, 109.00, 241.00
1758097415,41.00, 238.00, 2.00, 251.00, 39.00, 54.00, 109.00, 241.00
1758097419,42.00, 237.00, 3.00, 253.00, 38.00, 54.00, 108.00, 240.00
1758097424,42.00, 238.00, 3.00, 252.00, 38.00, 54.00, 108.00, 240.00
1758097426,42.00, 236.00, 3.00, 253.00, 38.00, 54.00, 108.00, 238.00
1758097427,41.00, 236.06.00, 3.00, 253.00, 38.00, 54.00, 108.00, 238.00
1758097428,41.00, 236.06.00, 3.00, 253.00, 38.00, 54.00, 108.00, 238.00
1758097429,41.00, 236.00, 3.00, 253.00, 38.00, 54.00, 108.00, 238.00
1758097431,41.00, 236.00, 3.00, 253.00, 38.00, 54.00, 108.00, 237.00
1758097432,41.00, 236.00, 3.00, 253.00, 38.00, 54.00, 108.00, 237.00
1758097433,41.00, 236.00, 3.00, 252.00, 38.00, 54.00, 108.00, 236.00
1758097435,42.00, 235.00, 3.00, 252.00, 37.00, 54.54.00, 108.00, 236.00
1758097436,42.00, 235.00, 3.00, 252.00, 37.00, 54.54.00, 108.00, 236.00
1758097437,42.00, 235.00, 3.00, 252.00, 37.00, 54.54.00, 108.00, 236.00
1758097438,42.00, 235.00, 3.00, 252.00, 37.00, 54.00, 108.00, 236.00
1758097440,41.00, 235.00, 3.00, 252.00, 37.00, 54.00, 107.00, 235.00
1758097441,41.00, 235.00, 3.00, 252.00, 38.00, 53.00, 108.00, 235.00
1758097442,41.00, 235.00, 2.00, 252.00, 37.00, 54.00, 10 108.00, 235.00
1758097443,41.00, 235.00, 2.00, 252.00, 37.00, 54.00, 107.00, 235.00
1758097448,41.00, 233.00, 3.00, 251.00, 37.00, 54.00, 107.00, 233.00
1758097450,41.00, 234.00, 3.00, 251.00, 37.00, 54.54.00, 107.00, 233.00
1758097451,41.00, 234.00, 3.00, 251.00, 37.00, 54.54.00, 107.00, 233.00
1758097452,41.00, 234.00, 3.00, 251.00, 37.00, 54.54.00, 107.00, 233.00
1758097453,41.00, 234.00, 3.00, 251.00, 37.00, 54.00, 107.00, 233.00
1758097455,40.00, 233.00, 3.00, 252.00, 37.00, 54.00, 106.00, 232.00
1758097456,41.00, 233.00, 3.00, 251.00, 37.00, 54.00, 106.00, 232.00
