Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757926429,49.00, 161.00, 2.00, 226.00, 33.00, 51.00, 100.00, 185.00
1757926430,49.00, 162.00, 2.00, 227.00, 34.00, 54.00, 103.00, 191.00
1757926431,49.00, 162.00, 2.00, 229.00, 35.00, 56.00, 106.00, 197.00
1757926432,51.00, 161.00, 0.00, 232.00, 36.00, 59.00, 110.00, 204.00
1757926433,53.00, 161.00, 2.00, 234.00, 37.00, 60.00, 112.00, 209.00
1757926434,59.00, 162.00, 1.00, 238.00, 39.00, 61.00, 116.00, 215.00
1757926435,65.00, 162.00, 1.00, 240.00, 39.00, 62.00, 118.00, 220.00
1757926436,70.00, 164.00, 1.00, 242.00, 41.00, 63.00, 121.00, 226.00
1757926437,77.00, 164.00, 0.00, 244.00, 42.00, 64.00, 123.00, 231.00
1757926438,85.00, 165.00, 2.00, 248.00, 43.00, 65.00, 126.00, 238.00
1757926439,94.00, 166.00, 1.00, 250.00, 44.00, 65.00, 128.00, 243.00
1757926440,102.00, 167.00, 1.00, 251.00, 45.00, 66.00, 129.00, 248.00
1757926441,111.00, 169.00, 2.00, 254.00, 46.00, 66.00, 131.00, 254.00
1757926442,119.00, 170.00, 2.00, 255.00, 47.00, 67.00, 133.00, 261.00
1757926443,126.00, 170.00, 2.00, 257.00, 48.00, 67.00, 135.00, 265.00
1757926444,133.00, 172.00, 2.00, 259.00, 50.00, 68.00, 136.00, 270.00
1757926445,141.00, 174.00, 1.00, 260.00, 50.00, 70.00, 138.00, 275.00
1757926446,147.00, 175.00, 0.00, 262.00, 52.00, 70.00, 139.00, 279.00
1757926447,153.00, 176.00, 1.00, 262.00, 53.00, 70.00, 139.00, 282.00
1757926448,155.00, 178.00, 1.00, 263.00, 54.00, 70.00, 141.00, 287.00
1757926449,156.00, 178.00, 1.00, 263.00, 54.00, 70.00, 141.00, 290.00
1757926450,156.00, 179.00, 2.00, 264.00, 56.00, 70.00, 142.00, 294.00
1757926451,155.00, 180.00, 2.00, 263.00, 56.00, 69.00, 143.00, 296.00
1757926452,156.00, 182.00, 2.00, 264.00, 57.00, 69.00, 143.00, 301.00
1757926453,154.00, 183.00, 2.00, 263.00, 58.00, 68.00, 143.00, 302.00
1757926454,153.00, 184.00, 2.00, 265.00, 59.00, 69.00, 144.00, 306.00
1757926455,152.00, 183.00, 2.00, 263.00, 59.00, 68.00, 144.00, 307.00
1757926456,151.00, 185.00, 2.00, 265.00, 60.00, 69.00, 145.00, 310.00
1757926457,149.00, 185.00, 2.00, 264.00, 60.00, 68.00, 145.00, 312.00
1757926458,148.00, 186.00, 1.00, 264.00, 61.00, 68.00, 145.00, 315.00
1757926459,146.00, 186.00, 2.00, 263.00, 61.00, 69.00, 145.00, 315.00
1757926460,146.00, 187.00, 1.00, 264.00, 62.00, 67.00, 145.00, 319.00
1757926461,144.00, 188.00, 0.00, 263.00, 62.00, 67.00, 144.00, 318.00
1757926462,144.00, 190.00, 2.00, 266.00, 64.00, 67.00, 146.00, 323.00
1757926463,144.00, 190.00, 3.00, 266.00, 64.00, 66.00, 145.00, 324.00
1757926464,142.00, 190.00, 1.00, 264.00, 64.00, 66.00, 146.00, 327.00
1757926465,140.00, 189.00, 1.00, 263.00, 65.00, 66.00, 145.00, 326.00
1757926466,139.00, 189.00, 2.00, 263.00, 65.00, 66.00, 145.00, 327.00
1757926467,138.00, 189.00, 2.00, 263.00, 65.00, 66.00, 144.00, 327.00
1757926468,137.00, 189.00, 3.00, 261.00, 65.00, 65.00, 144.00, 328.00
