Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757924296,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924297,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924298,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924299,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924300,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924301,50.00, 180.00, 1.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924302,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 102.00, 192.00
1757924303,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924304,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924305,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924306,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924307,50.00, 179.00, 2.00, 231.00, 36.00, 50.00, 103.00, 192.00
1757924309,50.00, 179.00, 2.00, 231.00, 36.00, 50.00, 103.00, 192.00
1757924310,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924311,50.00, 180.00, 1.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924312,50.00, 179.00, 1.00, 231.00, 36.00, 50.00, 103.00, 193.00
1757924313,50.00, 179.00, 2.00, 229.00, 36.00, 50.00, 102.00, 192.00
1757924314,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924315,50.00, 180.00, 2.00, 231.00, 36.00, 50.00, 103.00, 192.00
1757924316,50.00, 179.00, 1.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924317,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 102.00, 192.00
1757924318,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924319,50.00, 180.00, 1.00, 230.00, 36.00, 50.00, 102.00, 192.00
1757924320,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924321,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924322,50.00, 180.00, 2.00, 230.00, 36.00, 49.00, 103.00, 192.00
1757924323,50.00, 180.00, 3.00, 231.00, 36.00, 50.00, 103.00, 192.00
1757924324,50.00, 180.00, 1.00, 231.00, 36.00, 50.00, 103.00, 193.00
1757924325,50.00, 179.00, 2.00, 230.00, 36.00, 49.00, 102.00, 191.00
1757924326,50.00, 179.00, 1.00, 230.00, 36.00, 50.00, 103.00, 192.00
