Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1758101086,46.00, 198.00, 2.00, 258.00, 35.00, 55.00, 109.00, 231.00
1758101087,46.00, 199.00, 2.00, 258.00, 35.00, 55.00, 109.00, 231.00
1758101088,46.00, 197.00, 2.00, 257.00, 35.00, 55.00, 108.00, 231.00
1758101089,46.00, 198.00, 2.00, 258.00, 35.00, 55.00, 109.00, 231.00
1758101090,46.00, 197.00, 3.00, 257.00, 35.00, 55.00, 108.00, 230.00
1758101091,46.00, 198.00, 2.00, 258.00, 35.00, 55.00, 109.00, 231.00
1758101092,46.00, 197.00, 2.00, 257.00, 35.00, 55.00, 108.00, 230.00
1758101093,46.00, 197.00, 2.00, 257.00, 35.00, 55.00, 108.00, 231.00
1758101094,46.00, 198.00, 2.00, 258.00, 35.00, 55.00, 108.00, 231.00
1758101095,45.00, 198.00, 2.00, 257.00, 35.00, 55.00, 108.00, 230.00
1758101096,46.00, 197.00, 2.00, 257.00, 35.00, 55.00, 108.00, 230.00
1758101097,46.00, 197.00, 2.00, 256.00, 35.00, 55.00, 108.00, 230.00
1758101098,46.00, 198.00, 3.00, 257.00, 35.00, 55.00, 108.00, 230.00
1758101099,46.00, 198.00, 2.00, 257.00, 35.00, 55.00, 108.00, 230.00
1758101100,46.00, 198.00, 3.00, 256.00, 35.00, 55.00, 108.00, 230.00
1758101101,46.00, 198.00, 2.00, 257.00, 35.00, 55.00, 108.00, 230.00
1758101102,46.00, 199.00, 3.00, 257.00, 35.00, 54.00, 108.00, 230.00
1758101103,46.00, 197.00, 2.00, 256.00, 35.00, 55.00, 108.00, 230.00
1758101104,46.00, 198.00, 2.00, 257.00, 35.00, 55.00, 108.00, 229.00
1758101105,46.00, 197.00, 2.00, 256.00, 35.00, 54.00, 108.00, 230.00
1758101106,46.00, 197.00, 2.00, 257.00, 35.00, 55.00, 108.00, 229.00
1758101107,45.00, 198.00, 2.00, 257.00, 35.00, 55.00, 108.00, 230.00
1758101108,45.00, 197.00, 2.00, 256.00, 35.00, 55.00, 108.00, 229.00
1758101109,46.00, 198.00, 2.00, 257.00, 35.00, 55.00, 108.00, 229.00
1758101110,45.00, 197.00, 2.00, 257.00, 35.00, 55.00, 108.00, 229.00
1758101111,45.00, 198.00, 2.00, 257.00, 35.00, 54.00, 108.00, 229.00
1758101112,45.00, 198.00, 2.00, 256.00, 35.00, 55.00, 108.00, 229.00
1758101113,45.00, 197.00, 2.00, 256.00, 35.00, 55.00, 108.00, 229.00
1758101114,46.00, 198.00, 2.00, 256.00, 35.00, 54.00, 108.00, 229.00
1758101115,45.00, 198.00, 2.00, 256.00, 35.00, 54.00, 108.00, 229.00
1758101116,45.00, 198.00, 2.00, 256.00, 35.00, 55.00, 108.00, 229.00
1758101117,46.00, 198.00, 2.00, 256.00, 35.00, 54.00, 108.00, 229.00
1758101118,45.00, 198.00, 2.00, 256.00, 35.00, 54.00, 108.00, 228.00
1758101119,45.00, 197.00, 2.00, 256.00, 35.00, 54.00, 108.00, 228.00
1758101120,45.00, 198.00, 2.00, 256.00, 35.00, 54.00, 108.00, 229.00
1758101121,45.00, 197.00, 2.00, 256.00, 35.00, 54.00, 108.00, 228.00
1758101122,45.00, 198.00, 2.00, 256.00, 35.00, 54.00, 108.00, 228.00
1758101123,45.00, 197.00, 2.00, 257.00, 35.00, 55.00, 107.00, 229.00
1758101124,45.00, 196.00, 2.00, 256.00, 35.00, 55.00, 108.00, 228.00
1758101125,45.00, 198.00, 2.00, 256.00, 35.00, 54.00, 108.00, 228.00
