Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757924261,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924261,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924262,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924263,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924264,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924265,50.00, 179.00, 2.00, 230.00, 36.00, 49.00, 103.00, 192.00
1757924266,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924267,50.00, 181.00, 1.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924268,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924269,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924270,50.00, 180.00, 2.00, 231.00, 36.00, 50.00, 103.00, 192.00
1757924271,49.00, 180.00, 1.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924272,50.00, 181.00, 2.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924273,49.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924274,50.00, 179.00, 2.00, 229.00, 36.00, 50.00, 103.00, 192.00
1757924275,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924276,50.00, 181.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924277,50.00, 179.00, 1.00, 229.00, 36.00, 50.00, 103.00, 192.00
1757924278,50.00, 181.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924279,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924280,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924281,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924282,49.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924283,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924284,50.00, 180.00, 2.00, 231.00, 36.00, 50.00, 103.00, 192.00
1757924285,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 102.00, 192.00
1757924286,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924287,50.00, 181.00, 2.00, 230.00, 36.00, 50.00, 103.00, 193.00
1757924288,50.00, 179.00, 1.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924289,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
