Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757924364,50.00, 178.00, 2.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924364,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924365,49.00, 179.00, 2.00, 230.00, 36.00, 49.00, 102.00, 191.00
1757924366,49.00, 178.00, 2.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924367,49.00, 178.00, 2.00, 229.00, 36.00, 50.00, 103.00, 192.00
1757924368,49.00, 178.00, 2.00, 229.00, 36.00, 50.00, 102.00, 191.00
1757924369,49.00, 178.00, 2.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924370,49.00, 179.00, 1.00, 229.00, 36.00, 49.00, 102.00, 191.00
1757924371,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924372,50.00, 179.00, 4.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924373,49.00, 178.00, 2.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924374,49.00, 179.00, 1.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924375,49.00, 180.00, 2.00, 230.00, 36.00, 49.00, 103.00, 192.00
1757924376,49.00, 178.00, 1.00, 229.00, 36.00, 50.00, 102.00, 191.00
1757924377,50.00, 179.00, 1.00, 230.00, 36.00, 49.00, 103.00, 192.00
1757924378,49.00, 178.00, 1.00, 230.00, 36.00, 49.00, 102.00, 191.00
1757924379,49.00, 179.00, 2.00, 230.00, 36.00, 49.00, 103.00, 191.00
1757924380,49.00, 179.00, 1.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924381,49.00, 178.00, 2.00, 229.00, 36.00, 50.00, 102.00, 191.00
1757924382,49.00, 178.00, 2.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924389,49.00, 178.00, 0.00, 230.00, 36.00, 49.00, 103.00, 191.00
1757924390,49.00, 178.00, 2.00, 229.00, 36.00, 49.00, 102.00, 191.00
1757924391,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924392,49.00, 178.00, 2.00, 229.00, 36.00, 50.00, 103.00, 191.00
1757924393,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924394,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924395,49.00, 179.00, 2.00, 230.00, 36.00, 49.00, 103.00, 191.00
1757924396,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924397,49.00, 178.00, 2.00, 229.00, 36.00, 50.00, 102.00, 191.00
1757924398,49.00, 179.00, 2.00, 229.00, 36.00, 50.00, 103.00, 191.00
