Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1758099656,59.00, 198.00, 2.00, 262.00, 30.00, 58.00, 103.00, 195.00
1758099657,62.00, 198.00, 2.00, 264.00, 30.00, 59.00, 103.00, 197.00
1758099658,63.00, 197.00, 2.00, 266.00, 30.00, 59.00, 104.00, 198.00
1758099659,65.00, 198.00, 3.00, 266.00, 30.00, 59.00, 104.00, 199.00
1758099660,65.00, 198.00, 3.00, 268.00, 30.00, 59.00, 105.00, 200.00
1758099661,66.00, 199.00, 3.00, 269.00, 30.00, 59.00, 106.00, 202.00
1758099662,66.00, 199.00, 2.00, 270.00, 30.00, 60.00, 106.00, 202.00
1758099663,66.00, 198.00, 2.00, 270.00, 31.00, 60.00, 106.00, 202.00
1758099664,66.00, 199.00, 2.00, 271.00, 31.00, 60.00, 106.00, 203.00
1758099665,66.00, 199.00, 2.00, 272.00, 31.00, 60.00, 107.00, 204.00
1758099666,66.00, 199.00, 3.00, 273.00, 31.00, 60.00, 107.00, 204.00
1758099667,65.00, 199.00, 2.00, 273.00, 31.00, 60.00, 107.00, 204.00
1758099668,65.00, 199.00, 2.00, 274.00, 32.00, 60.00, 107.00, 205.00
1758099669,65.00, 200.00, 2.00, 275.00, 31.00, 60.00, 107.00, 206.00
1758099670,65.00, 199.00, 2.00, 274.00, 32.00, 60.00, 107.00, 206.00
1758099671,64.00, 199.00, 2.00, 274.00, 32.00, 60.00, 107.00, 207.00
1758099672,65.00, 199.00, 2.00, 275.00, 32.00, 60.00, 108.00, 207.00
1758099673,65.00, 199.00, 2.00, 276.00, 32.00, 60.00, 108.00, 208.00
1758099674,64.00, 200.00, 2.00, 275.00, 32.00, 60.00, 108.00, 208.00
1758099675,64.00, 199.00, 2.00, 275.00, 32.00, 60.00, 108.00, 208.00
1758099676,64.00, 199.00, 2.00, 275.00, 32.00, 60.00, 108.00, 208.00
1758099677,64.00, 199.00, 2.00, 276.00, 32.00, 60.00, 108.00, 209.00
1758099678,63.00, 201.00, 2.00, 276.00, 32.00, 60.00, 108.00, 209.00
1758099679,63.00, 201.00, 2.00, 276.00, 32.00, 60.00, 108.00, 210.00
1758099680,64.00, 201.00, 2.00, 276.00, 32.00, 59.00, 108.00, 210.00
1758099681,62.00, 200.00, 2.00, 276.00, 32.00, 60.00, 108.00, 210.00
1758099682,63.00, 200.00, 2.00, 275.00, 33.00, 59.00, 108.00, 211.00
1758099683,62.00, 200.00, 2.00, 276.00, 32.00, 59.00, 108.00, 210.00
1758099684,62.00, 200.00, 3.00, 276.00, 32.00, 59.00, 109.00, 211.00
1758099685,62.00, 200.00, 2.00, 275.00, 32.00, 59.00, 108.00, 211.00
1758099686,62.00, 201.00, 2.00, 275.00, 33.00, 59.00, 109.00, 212.00
1758099687,62.00, 200.00, 2.00, 275.00, 33.00, 59.00, 109.00, 212.00
1758099688,61.00, 200.00, 2.00, 275.00, 33.00, 59.00, 108.00, 212.00
1758099689,61.00, 201.00, 2.00, 275.00, 33.00, 59.00, 108.00, 212.00
1758099690,61.00, 201.00, 2.00, 275.00, 33.00, 59.00, 109.00, 213.00
1758099691,61.00, 201.00, 2.00, 275.00, 33.00, 59.00, 109.00, 213.00
1758099692,61.00, 201.00, 3.00, 275.00, 33.00, 59.00, 108.00, 212.00
1758099693,60.00, 201.00, 3.00, 275.00, 34.00, 59.00, 109.00, 213.00
1758099694,60.00, 201.00, 2.00, 275.00, 33.00, 59.00, 109.00, 213.00
1758099695,60.00, 202.00, 2.00, 275.00, 33.00, 59.00, 109.00, 214.00
