Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757926799,116.00, 223.00, 4.00, 259.00, 109.00, 61.00, 147.00, 437.00
1757926800,116.00, 223.00, 2.00, 259.00, 109.00, 60.00, 147.00, 437.00
1757926801,115.00, 223.00, 3.00, 258.00, 108.00, 60.00, 147.00, 436.00
1757926802,115.00, 222.00, 3.00, 258.00, 108.00, 60.00, 146.00, 435.00
1757926803,115.00, 224.00, 2.00, 260.00, 108.00, 60.00, 147.00, 437.00
1757926804,114.00, 222.00, 3.00, 258.00, 108.00, 60.00, 146.00, 435.00
1757926805,114.00, 224.00, 3.00, 259.00, 108.00, 61.00, 146.00, 436.00
1757926806,113.00, 223.00, 2.00, 259.00, 108.00, 60.00, 146.00, 435.00
1757926807,112.00, 222.00, 3.00, 257.00, 107.00, 60.00, 145.00, 433.00
1757926808,112.00, 223.00, 3.00, 258.00, 107.00, 60.00, 146.00, 435.00
1757926809,112.00, 223.00, 3.00, 258.00, 107.00, 60.00, 146.00, 434.00
1757926810,112.00, 222.00, 3.00, 258.00, 106.00, 60.00, 145.00, 434.00
1757926811,111.00, 223.00, 2.00, 259.00, 107.00, 60.00, 146.00, 434.00
1757926812,111.00, 222.00, 3.00, 258.00, 107.00, 60.00, 146.00, 433.00
1757926813,110.00, 223.00, 3.00, 258.00, 106.00, 60.00, 145.00, 432.00
1757926814,110.00, 223.00, 3.00, 258.00, 106.00, 60.00, 145.00, 433.00
1757926815,109.00, 222.00, 2.00, 257.00, 106.00, 59.00, 145.00, 431.00
1757926816,109.00, 222.00, 2.00, 258.00, 106.00, 59.00, 145.00, 432.00
1757926817,108.00, 221.00, 2.00, 256.00, 105.00, 59.00, 144.00, 431.00
1757926818,108.00, 222.00, 2.00, 257.00, 105.00, 60.00, 145.00, 432.00
1757926819,107.00, 222.00, 2.00, 257.00, 105.00, 60.00, 144.00, 430.00
1757926820,107.00, 223.00, 2.00, 258.00, 105.00, 60.00, 144.00, 431.00
1757926821,107.00, 221.00, 2.00, 256.00, 104.00, 59.00, 144.00, 430.00
1757926822,107.00, 222.00, 3.00, 257.00, 104.00, 59.00, 144.00, 430.00
1757926823,106.00, 222.00, 3.00, 256.00, 104.00, 59.00, 144.00, 429.00
1757926824,106.00, 222.00, 3.00, 257.00, 104.00, 59.00, 144.00, 430.00
1757926825,106.00, 223.00, 3.00, 257.00, 104.00, 59.00, 144.00, 429.00
1757926826,105.00, 222.00, 3.00, 256.00, 103.00, 59.00, 143.00, 428.00
1757926827,105.00, 222.00, 2.00, 256.00, 103.00, 59.00, 143.00, 428.00
1757926828,104.00, 223.00, 2.00, 257.00, 103.00, 59.00, 143.00, 429.00
1757926829,104.00, 222.00, 3.00, 257.00, 103.00, 59.00, 143.00, 427.00
1757926830,104.00, 222.00, 2.00, 256.00, 103.00, 59.00, 143.00, 427.00
1757926831,103.00, 221.00, 2.00, 256.00, 102.00, 58.00, 142.00, 425.00
1757926832,103.00, 222.00, 3.00, 256.00, 102.00, 59.00, 143.00, 426.00
1757926833,102.00, 222.00, 3.00, 255.00, 102.00, 59.00, 142.00, 426.00
1757926834,102.00, 222.00, 3.00, 256.00, 102.00, 59.00, 142.00, 426.00
1757926835,102.00, 222.00, 3.00, 256.00, 102.00, 59.00, 142.00, 426.00
1757926836,101.00, 222.00, 2.00, 255.00, 101.00, 59.00, 142.00, 423.00
1757926837,101.00, 222.00, 3.00, 256.00, 101.00, 59.00, 142.00, 425.00
1757926838,101.00, 222.00, 3.00, 255.00, 101.00, 58.00, 142.00, 424.00
