Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757924328,50.00, 179.00, 2.00, 231.00, 36.00, 50.00, 103.00, 192.00
1757924328,49.00, 180.00, 2.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924329,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924330,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924331,50.00, 180.00, 2.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924332,50.00, 179.00, 1.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924333,50.00, 179.00, 1.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924334,49.00, 178.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924335,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924336,50.00, 179.00, 2.00, 231.00, 36.00, 50.00, 103.00, 192.00
1757924343,50.00, 178.00, 2.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924344,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924345,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924346,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 102.00, 191.00
1757924347,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924348,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924349,49.00, 179.00, 2.00, 230.00, 36.00, 49.00, 103.00, 191.00
1757924350,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924351,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924352,49.00, 179.00, 1.00, 229.00, 36.00, 50.00, 102.00, 192.00
1757924353,50.00, 179.00, 1.00, 230.00, 36.00, 50.00, 103.00, 192.00
1757924354,50.00, 179.00, 2.00, 229.00, 36.00, 50.00, 103.00, 191.00
1757924355,50.00, 179.00, 2.00, 230.00, 36.00, 50.00, 103.00, 191.00
1757924356,50.00, 180.00, 1.00, 229.00, 36.00, 50.00, 103.00, 191.00
1757924357,49.00, 179.00, 1.00, 229.00, 36.00, 49.00, 103.00, 191.00
1757924358,50.00, 179.00, 2.00, 230.00, 36.00, 49.00, 103.00, 192.00
1757924359,49.00, 179.00, 2.00, 230.00, 36.00, 49.00, 103.00, 192.00
1757924360,49.00, 178.00, 2.00, 229.00, 36.00, 49.00, 102.00, 191.00
1757924361,49.00, 179.00, 2.00, 230.00, 36.00, 50.00, 102.00, 192.00
1757924362,49.00, 178.00, 2.00, 230.00, 36.00, 49.00, 102.00, 191.00
