Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1757924436,49.00, 178.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924437,49.00, 178.00, 1.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924438,50.00, 178.00, 1.00, 230.00, 36.00, 50.00, 102.00, 190.00
1757924439,49.00, 177.00, 2.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924440,49.00, 177.00, 2.00, 229.00, 35.00, 50.00, 102.00, 190.00
1757924441,49.00, 177.00, 1.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924442,49.00, 177.00, 1.00, 229.00, 36.00, 49.00, 102.00, 189.00
1757924443,49.00, 177.00, 2.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924444,49.00, 177.00, 1.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924445,49.00, 177.00, 2.00, 229.00, 35.00, 49.00, 102.00, 190.00
1757924446,49.00, 178.00, 2.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924447,49.00, 178.00, 2.00, 228.00, 36.00, 50.00, 102.00, 190.00
1757924448,49.00, 177.00, 2.00, 229.00, 35.00, 50.00, 102.00, 190.00
1757924449,49.00, 178.00, 2.00, 229.00, 35.00, 50.00, 102.00, 190.00
1757924450,49.00, 177.00, 2.00, 228.00, 35.00, 49.00, 102.00, 190.00
1757924451,50.00, 177.00, 2.00, 230.00, 36.00, 49.00, 102.00, 190.00
1757924452,49.00, 177.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924453,49.00, 177.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924454,49.00, 177.00, 1.00, 230.00, 36.00, 49.00, 102.00, 190.00
1757924455,50.00, 178.00, 2.00, 229.00, 36.00, 49.00, 102.00, 189.00
1757924456,50.00, 177.00, 2.00, 229.00, 36.00, 50.00, 102.00, 190.00
1757924457,49.00, 177.00, 2.00, 230.00, 35.00, 50.00, 102.00, 190.00
1757924458,49.00, 178.00, 1.00, 229.00, 36.00, 50.00, 102.00, 189.00
1757924459,49.00, 178.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924460,49.00, 177.00, 2.00, 229.00, 36.00, 49.00, 102.00, 190.00
1757924461,49.00, 177.00, 2.00, 230.00, 36.00, 50.00, 102.00, 190.00
1757924462,49.00, 177.00, 1.00, 230.00, 36.00, 50.00, 102.00, 190.00
1757924463,49.00, 177.00, 2.00, 229.00, 35.00, 50.00, 102.00, 190.00
1757924464,49.00, 177.00, 2.00, 230.00, 36.00, 49.00, 102.00, 190.00
1757924465,49.00, 176.00, 1.00, 229.00, 36.00, 49.00, 102.00, 190.00
