Time,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8
1758100138,40.00, 198.00, 2.00, 249.00, 31.00, 52.00, 102.00, 200.00
1758100139,40.00, 199.00, 2.00, 249.00, 31.00, 53.00, 102.00, 201.00
1758100140,40.00, 198.00, 2.00, 249.00, 31.00, 53.00, 101.00, 200.00
1758100141,40.00, 199.00, 2.00, 249.00, 30.00, 53.00, 102.00, 200.00
1758100142,41.00, 199.00, 2.00, 250.00, 31.00, 53.00, 102.00, 201.00
1758100143,41.00, 199.00, 2.00, 249.00, 31.00, 52.00, 102.00, 201.00
1758100144,41.00, 199.00, 2.00, 249.00, 31.00, 53.00, 101.00, 200.00
1758100145,40.00, 199.00, 2.00, 249.00, 30.00, 53.00, 102.00, 200.00
1758100146,40.00, 199.00, 2.00, 250.00, 31.00, 53.00, 101.00, 200.00
1758100147,40.00, 199.00, 2.00, 249.00, 31.00, 53.00, 101.00, 200.00
1758100148,40.00, 199.00, 2.00, 249.00, 30.00, 52.00, 101.00, 200.00
1758100149,40.00, 198.00, 2.00, 249.00, 30.00, 53.00, 102.00, 201.00
1758100150,40.00, 199.00, 2.00, 249.00, 30.00, 53.00, 101.00, 200.00
1758100151,40.00, 198.00, 2.00, 249.00, 30.00, 53.00, 101.00, 200.00
1758100152,40.00, 198.00, 2.00, 249.00, 31.00, 53.00, 102.00, 201.00
1758100153,40.00, 198.00, 2.00, 250.00, 31.00, 53.00, 102.00, 200.00
1758100154,40.00, 198.00, 2.00, 249.00, 31.00, 53.00, 101.00, 200.00
1758100155,40.00, 199.00, 3.00, 250.00, 30.00, 52.00, 102.00, 200.00
1758100156,41.00, 199.00, 4.00, 250.00, 31.00, 54.00, 102.00, 202.00
1758100157,43.00, 199.00, 2.00, 253.00, 31.00, 55.00, 103.00, 205.00
1758100158,46.00, 199.00, 2.00, 256.00, 32.00, 56.00, 103.00, 206.00
1758100159,48.00, 199.00, 2.00, 258.00, 32.00, 57.00, 104.00, 209.00
1758100160,52.00, 199.00, 2.00, 260.00, 32.00, 58.00, 104.00, 211.00
1758100161,54.00, 200.00, 2.00, 261.00, 33.00, 58.00, 105.00, 212.00
1758100162,55.00, 200.00, 2.00, 262.00, 33.00, 59.00, 106.00, 213.00
1758100163,56.00, 200.00, 2.00, 263.00, 33.00, 59.00, 106.00, 214.00
1758100164,56.00, 201.00, 2.00, 264.00, 33.00, 59.00, 106.00, 215.00
1758100165,57.00, 200.00, 2.00, 264.00, 33.00, 60.00, 106.00, 216.00
1758100166,56.00, 200.00, 2.00, 264.00, 33.00, 60.00, 106.00, 216.00
1758100167,56.00, 201.00, 3.00, 265.00, 33.00, 60.00, 107.00, 217.00
1758100168,56.00, 201.00, 2.00, 265.00, 33.00, 60.00, 107.00, 217.00
1758100169,56.00, 200.00, 2.00, 264.00, 33.00, 59.00, 107.00, 218.00
1758100170,56.00, 201.00, 2.00, 265.00, 34.00, 60.00, 107.00, 219.00
1758100171,56.00, 201.00, 2.00, 265.00, 34.00, 60.00, 107.00, 219.00
1758100172,55.00, 201.00, 2.00, 265.00, 34.00, 59.00, 107.00, 219.00
1758100173,55.00, 201.00, 2.00, 266.00, 34.00, 59.00, 107.00, 220.00
1758100174,55.00, 202.00, 2.00, 265.00, 34.00, 60.00, 108.00, 220.00
1758100175,54.00, 201.00, 2.00, 264.00, 34.00, 59.00, 107.00, 220.00
1758100176,55.00, 201.00, 3.00, 264.00, 34.00, 59.00, 108.00, 220.00
1758100177,54.00, 202.00, 2.00, 265.00, 34.00, 60.00, 108.00, 221.00
